ligand_id,molecule_chembl_id,smiles,pchembl,scaffold,n_meas,sdf,pdbqt
L0638,CHEMBL3099757,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3ccc(Cl)cc3)ccc2n1,6.05,O=C(NCCc1ccccc1)c1ccc2cc(-c3ccccc3)ccc2n1,1,L0638.sdf,L0638.pdbqt
L0639,CHEMBL3099743,COC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,5.6,O=C(NCCc1ccccc1)c1ccc2cc(-c3ccccc3)ccc2n1,1,L0639.sdf,L0639.pdbqt
L0640,CHEMBL3099748,C[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,5.6,O=C(NCCc1ccccc1)c1ccc2cc(-c3ccccc3)ccc2n1,1,L0640.sdf,L0640.pdbqt
L0641,CHEMBL3099759,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3ccccc3)ccc2n1,5.0,O=C(NCCc1ccccc1)c1ccc2cc(-c3ccccc3)ccc2n1,1,L0641.sdf,L0641.pdbqt
L0642,CHEMBL3099747,O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,4.92,O=C(NCCc1ccccc1)c1ccc2cc(-c3ccccc3)ccc2n1,1,L0642.sdf,L0642.pdbqt
L0643,CHEMBL392615,CNC(=O)CN1CCC[C@@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,6.21,c1ccc2c(-c3ccnc(N[C@@H]4CCCNC4)n3)c[nH]c2c1,1,L0643.sdf,L0643.pdbqt
L0644,CHEMBL245335,CCNC(=O)N1CCC[C@@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,5.9,c1ccc2c(-c3ccnc(N[C@@H]4CCCNC4)n3)c[nH]c2c1,1,L0644.sdf,L0644.pdbqt
L0645,CHEMBL189415,FC(F)(F)c1cccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)c1,5.6,c1ccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)cc1,1,L0645.sdf,L0645.pdbqt
L0646,CHEMBL5994564,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1,7.54,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCN(C[C@@H]2CCCN2)C3)n1,2,L0646.sdf,L0646.pdbqt
L0647,CHEMBL5775776,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CC=C(B(O)O)CC4)C5)ncc3F)cc2n1C(C)(C)C,7.5,C1=CCN(CCN2CCc3nc(Nc4nccc(-c5ccc6nc[nH]c6c5)n4)ccc3C2)CC1,2,L0647.sdf,L0647.pdbqt
L0648,CHEMBL401303,Clc1ccccc1-c1cc(NCc2cccnc2)n2ncc(Br)c2n1,8.52,c1ccc(-c2cc(NCc3cccnc3)n3nccc3n2)cc1,1,L0648.sdf,L0648.pdbqt
L0649,CHEMBL3642647,Fc1ccccc1-c1cc(NCc2cccnc2)n2ncc(Br)c2n1,7.96,c1ccc(-c2cc(NCc3cccnc3)n3nccc3n2)cc1,1,L0649.sdf,L0649.pdbqt
L0650,CHEMBL3642648,Fc1ccccc1-c1cc(NCc2cccnc2)n2ncc(Cl)c2n1,7.68,c1ccc(-c2cc(NCc3cccnc3)n3nccc3n2)cc1,1,L0650.sdf,L0650.pdbqt
L0651,CHEMBL361231,CC(C)COc1cc(Nc2ccc(S(=O)(=O)N(C)C)cc2)n2ncc(C(C)C)c2n1,5.92,c1ccc(Nc2ccnc3ccnn23)cc1,1,L0651.sdf,L0651.pdbqt
L0652,CHEMBL178268,CC(C)COc1cc(Nc2ccc(S(C)(=O)=O)cc2)n2ncc(C(C)C)c2n1,5.92,c1ccc(Nc2ccnc3ccnn23)cc1,1,L0652.sdf,L0652.pdbqt
L0653,CHEMBL4793573,C=CC(=O)NC1CCC(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)CC1,6.73,O=C(C1CCCCC1)N1CCCC(Nc2ncc(SCc3ncco3)s2)C1,2,L0653.sdf,L0653.pdbqt
L0654,CHEMBL318999,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(OCC2CCCCC2)c1N=O,8.96,c1ccc(Nc2nccc(OCC3CCCCC3)n2)cc1,1,L0654.sdf,L0654.pdbqt
L0655,CHEMBL322568,CSc1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,6.92,c1ccc(Nc2nccc(OCC3CCCCC3)n2)cc1,1,L0655.sdf,L0655.pdbqt
L0656,CHEMBL102636,COc1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,6.66,c1ccc(Nc2nccc(OCC3CCCCC3)n2)cc1,1,L0656.sdf,L0656.pdbqt
L0657,CHEMBL101801,NC(=O)c1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,6.545,c1ccc(Nc2nccc(OCC3CCCCC3)n2)cc1,2,L0657.sdf,L0657.pdbqt
L0658,CHEMBL107530,Nc1nc(Nc2cccc(Br)c2)nc(OCC2CCCCC2)c1N=O,6.3,c1ccc(Nc2nccc(OCC3CCCCC3)n2)cc1,1,L0658.sdf,L0658.pdbqt
L0659,CHEMBL104467,Nc1cc(OCC2CCCCC2)nc(Nc2ccc(S(N)(=O)=O)cc2)n1,5.54,c1ccc(Nc2nccc(OCC3CCCCC3)n2)cc1,1,L0659.sdf,L0659.pdbqt
L0660,CHEMBL319709,NC(=O)c1ccc(Nc2nc(N)cc(OCC3CCCCC3)n2)cc1,4.23,c1ccc(Nc2nccc(OCC3CCCCC3)n2)cc1,1,L0660.sdf,L0660.pdbqt
L0661,CHEMBL4439321,COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@](C)(=N)=O)c2)n1,6.165,c1ccc(Nc2ncnc(-c3ccccc3)n2)cc1,2,L0661.sdf,L0661.pdbqt
L0662,CHEMBL225519,O=C1NCCc2[nH]c(-c3ccncc3)cc21,6.62,O=C1NCCc2[nH]c(-c3ccncc3)cc21,1,L0662.sdf,L0662.pdbqt
L0663,CHEMBL3354185,COC1CCN(c2nccc(Nc3cc4[nH]c(-c5cn[nH]c5)nc4cn3)n2)CC1,7.05,c1cc(Nc2cc3[nH]c(-c4cn[nH]c4)nc3cn2)nc(N2CCCCC2)n1,1,L0663.sdf,L0663.pdbqt
L0664,CHEMBL5899535,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CC(O)C4)C5)ncc3F)cc2n1C(C)C,7.69,O=C(C1CCC1)N1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1,1,L0664.sdf,L0664.pdbqt
L0665,CHEMBL5976927,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CC(N)C4)C5)ncc3F)cc2n1C(C)C,7.39,O=C(C1CCC1)N1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1,2,L0665.sdf,L0665.pdbqt
L0666,CHEMBL5952782,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CC(N(C)C)C4)C5)ncc3F)cc2n1C(C)C,7.23,O=C(C1CCC1)N1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1,1,L0666.sdf,L0666.pdbqt
L0667,CHEMBL6019056,CNC1CC(C(=O)N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)C1,7.07,O=C(C1CCC1)N1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1,2,L0667.sdf,L0667.pdbqt
L0668,CHEMBL133498,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Oc4ccccc4Cl)oc23)[C@H](O)C1,5.68,O=c1cc(Oc2ccccc2)oc2c(C3CCNCC3)cccc12,1,L0668.sdf,L0668.pdbqt
L0669,CHEMBL326275,CN1CCC(c2c(O)cc(O)c3c(=O)cc(Oc4ccccc4Cl)oc23)C(O)C1,5.68,O=c1cc(Oc2ccccc2)oc2c(C3CCNCC3)cccc12,1,L0669.sdf,L0669.pdbqt
L0670,CHEMBL603097,COc1ccc2nc3[nH]nc(C)c3c(OC)c2c1,7.7,c1ccc2nc3[nH]ncc3cc2c1,1,L0670.sdf,L0670.pdbqt
L0671,CHEMBL182419,O=C(Nc1ncnc2oc(-c3cccnc3)cc12)C1CCCC1,6.35,O=C(Nc1ncnc2oc(-c3cccnc3)cc12)C1CCCC1,1,L0671.sdf,L0671.pdbqt
L0672,CHEMBL178737,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,5.28,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,1,L0672.sdf,L0672.pdbqt
L0673,CHEMBL3944304,COc1cc(F)ccc1-c1nc(Nc2cccc(CS(=O)(=NC#N)C3CC3)c2)ncc1F,6.66,N=S(=O)(Cc1cccc(Nc2nccc(-c3ccccc3)n2)c1)C1CC1,1,L0673.sdf,L0673.pdbqt
L0674,CHEMBL3949630,COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(=O)(=NC#N)C3CC3)c2)ncc1F,6.6,N=S(=O)(Cc1cccc(Nc2nccc(-c3ccccc3)n2)c1)C1CC1,1,L0674.sdf,L0674.pdbqt
L0675,CHEMBL3934257,COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(=N)(=O)C3CC3)c2)ncc1F,6.39,N=S(=O)(Cc1cccc(Nc2nccc(-c3ccccc3)n2)c1)C1CC1,3,L0675.sdf,L0675.pdbqt
L0676,CHEMBL3921855,COc1cc(F)ccc1-c1nc(Nc2cccc(CS(=N)(=O)C3CC3)c2)ncc1F,6.39,N=S(=O)(Cc1cccc(Nc2nccc(-c3ccccc3)n2)c1)C1CC1,1,L0676.sdf,L0676.pdbqt
L0677,CHEMBL445162,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,4.75,c1ccc(Nc2nccc(Nc3cccc4c3OCO4)n2)cc1,1,L0677.sdf,L0677.pdbqt
L0678,CHEMBL2158857,NS(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(N4CCCCC4)c3)n2)c1,7.8,c1ccc(Nc2nccc(-c3ccnc(N4CCCCC4)c3)n2)cc1,1,L0678.sdf,L0678.pdbqt
L0679,CHEMBL1800219,Nc1nccc(-c2cc(N3CCS(=O)(=O)CC3)ccc2O)n1,5.4,O=S1(=O)CCN(c2cccc(-c3ccncn3)c2)CC1,1,L0679.sdf,L0679.pdbqt
L0680,CHEMBL559513,CN1CCN(c2cccc(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,9.0,c1cc(Nc2ncc3c(n2)-c2[nH]ncc2CC3)cc(N2CCNCC2)c1,1,L0680.sdf,L0680.pdbqt
L0681,CHEMBL564884,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N4CCN(C)CC4)c3)nc1-2,7.51,c1cc(Nc2ncc3c(n2)-c2[nH]ncc2CC3)cc(N2CCNCC2)c1,1,L0681.sdf,L0681.pdbqt
L0682,CHEMBL1800458,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCNC2)n1,6.44,c1cc(-c2cc(C3CCCNC3)ncn2)cc(N2CCCC2)c1,1,L0682.sdf,L0682.pdbqt
L0683,CHEMBL271594,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,7.12,O=C1Nc2ccccc2/C1=N\Nc1ccccc1,3,L0683.sdf,L0683.pdbqt
L0684,CHEMBL510578,O=C(NCC1CC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,7.6,O=C(Nc1c[nH]nc1C(=O)NCC1CC1)c1ccccc1,1,L0684.sdf,L0684.pdbqt
L0685,CHEMBL178179,CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(C4CCCC4)cnn23)cc1,8.4,c1ccc(Nc2cc(NC3CCCCC3)nc3c(C4CCCC4)cnn23)cc1,1,L0685.sdf,L0685.pdbqt
L0686,CHEMBL5786556,CN(C)[C@H]1CCN(c2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)C1,7.18,c1cc(-c2ccc3nc4n(c3c2)CCC4)nc(Nc2ccc(N3CCCC3)cn2)n1,1,L0686.sdf,L0686.pdbqt
L0687,CHEMBL5281901,O=C(c1ccccc1)N1C(=O)C(C2C(=O)N(C(=O)c3ccccc3)C(=S)N(c3ccc(F)cc3)C2=O)C(=O)N(c2ccc(F)cc2)C1=S,5.28,O=C(c1ccccc1)N1C(=O)C(C2C(=O)N(C(=O)c3ccccc3)C(=S)N(c3ccccc3)C2=O)C(=O)N(c2ccccc2)C1=S,1,L0687.sdf,L0687.pdbqt
L0688,CHEMBL4761637,C=CC(=O)Nc1ccc(C(=O)Nc2cccc(C(=O)Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)c2)cc1,6.79,O=C(Nc1cccc(C(=O)Nc2ncc(SCc3ncco3)s2)c1)c1ccccc1,1,L0688.sdf,L0688.pdbqt
L0689,CHEMBL551258,Clc1ccc(OCc2nnc3sc(SSc4nn5c(COc6ccc(Cl)cc6)nnc5s4)nn23)cc1,6.09,c1ccc(OCc2nnc3sc(SSc4nn5c(COc6ccccc6)nnc5s4)nn23)cc1,1,L0689.sdf,L0689.pdbqt
L0690,CHEMBL5542488,CC(=O)Nc1ccc(CNc2nc(OC3CCN(C)CC3)nc3c(C(C)C)cnn23)cc1,5.91,c1ccc(CNc2nc(OC3CCNCC3)nc3ccnn23)cc1,1,L0690.sdf,L0690.pdbqt
L0691,CHEMBL5559473,CCC(=O)Nc1ccc(CNc2nc(OC3CCN(C)CC3)nc3c(C(C)C)cnn23)cc1,5.9,c1ccc(CNc2nc(OC3CCNCC3)nc3ccnn23)cc1,1,L0691.sdf,L0691.pdbqt
L0692,CHEMBL5517798,CC(C)c1cnn2c(NCc3ccc(N)cc3)nc(OC3CCN(C)CC3)nc12,5.88,c1ccc(CNc2nc(OC3CCNCC3)nc3ccnn23)cc1,1,L0692.sdf,L0692.pdbqt
L0693,CHEMBL5558604,CC(C)c1cnn2c(NCc3ccc(NC(=O)CCCCCCO)cc3)nc(OC3CCN(C)CC3)nc12,5.82,c1ccc(CNc2nc(OC3CCNCC3)nc3ccnn23)cc1,1,L0693.sdf,L0693.pdbqt
L0694,CHEMBL4849464,CC(C)c1cnn2c(NCc3ccccc3)nc(OC3CCN(C)CC3)nc12,5.7,c1ccc(CNc2nc(OC3CCNCC3)nc3ccnn23)cc1,1,L0694.sdf,L0694.pdbqt
L0695,CHEMBL4454044,CC(C)c1cnn2c(NCc3ccccc3N(C)C)nc(OC3CCN(C)CC3)nc12,5.41,c1ccc(CNc2nc(OC3CCNCC3)nc3ccnn23)cc1,1,L0695.sdf,L0695.pdbqt
L0696,CHEMBL5512494,CC(=O)Nc1cccc(CNc2nc(OC3CCN(C)CC3)nc3c(C(C)C)cnn23)c1,5.35,c1ccc(CNc2nc(OC3CCNCC3)nc3ccnn23)cc1,1,L0696.sdf,L0696.pdbqt
L0697,CHEMBL5555405,CC(C)c1cnn2c(NCc3cccc(N)c3)nc(OC3CCN(C)CC3)nc12,5.34,c1ccc(CNc2nc(OC3CCNCC3)nc3ccnn23)cc1,1,L0697.sdf,L0697.pdbqt
L0698,CHEMBL5556362,CC(=O)Nc1ccc(CNc2nc(OC3CCN(C)CC3)nc3c(C(C)C)cnn23)c(N(C)C)c1,5.23,c1ccc(CNc2nc(OC3CCNCC3)nc3ccnn23)cc1,1,L0698.sdf,L0698.pdbqt
L0699,CHEMBL5555502,CC(=O)Nc1cccc(CNc2nc(OC3CCN(C)CC3)nc3c(C(C)C)cnn23)c1N(C)C,4.66,c1ccc(CNc2nc(OC3CCNCC3)nc3ccnn23)cc1,1,L0699.sdf,L0699.pdbqt
L0700,CHEMBL5512510,CC(=O)Nc1ccccc1CNc1nc(OC2CCN(C)CC2)nc2c(C(C)C)cnn12,4.63,c1ccc(CNc2nc(OC3CCNCC3)nc3ccnn23)cc1,1,L0700.sdf,L0700.pdbqt
L0701,CHEMBL1630115,Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,5.92,O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cc1)Nc1ccccc1,1,L0701.sdf,L0701.pdbqt
L0702,CHEMBL5979966,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCN(C)CC4)C5)ncc3F)cc2n1C(C)(C)C,7.4,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCN(CCN2CCNCC2)C3)n1,2,L0702.sdf,L0702.pdbqt
L0703,CHEMBL2348165,Nc1nccc(-n2ccc3ncccc32)n1,4.68,c1cnc2ccn(-c3ccncn3)c2c1,2,L0703.sdf,L0703.pdbqt
L0704,CHEMBL5194758,COc1ccc(/C=C(\C#N)C(=O)Nc2cccc(-c3nn(C(C)(C)C)c4nc[nH]c(=O)c34)c2)cc1,5.01,O=C(C=Cc1ccccc1)Nc1cccc(-c2n[nH]c3nc[nH]c(=O)c23)c1,1,L0704.sdf,L0704.pdbqt
L0705,CHEMBL5275667,O=C(NCCc1ccccc1)c1cnn2c(-c3ccc(Cl)cc3)nc(NCCc3ccccc3)nc12,5.68,O=C(NCCc1ccccc1)c1cnn2c(-c3ccccc3)nc(NCCc3ccccc3)nc12,1,L0705.sdf,L0705.pdbqt
L0706,CHEMBL561985,Cc1nnc2sc(SCc3ccccc3)nn12,4.8,c1ccc(CSc2nn3cnnc3s2)cc1,1,L0706.sdf,L0706.pdbqt
L0707,CHEMBL409892,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4ncccc4c32)cc1,8.8,O=C1Nc2ccc3ncccc3c2/C1=N/Nc1ccccc1,2,L0707.sdf,L0707.pdbqt
L0708,CHEMBL5427167,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21,4.465,O=S1(=O)OC(c2ccccc2)(c2ccccc2)c2ccccc21,2,L0708.sdf,L0708.pdbqt
L0709,CHEMBL522891,O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1,7.28,O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1,1,L0709.sdf,L0709.pdbqt
L0710,CHEMBL3920205,CC1CCN(C2CCN(c3ccc(Nc4ncc5cc6n(c5n4)C4(CCCCC4)CNC6=O)nc3)CC2)C1,6.05,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCCC5)CC4)cn3)nc12,2,L0710.sdf,L0710.pdbqt
L0711,CHEMBL3890659,CCN(CC)C1CCN(C2CCN(c3ccc(Nc4ncc5cc6n(c5n4)C4(CCCCC4)CNC6=O)nc3)CC2)C1,5.98,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCCC5)CC4)cn3)nc12,2,L0711.sdf,L0711.pdbqt
L0712,CHEMBL2348154,Nc1nccc(-n2cc(-c3cccnc3Cl)c3cnccc32)n1,6.51,c1cncc(-c2cn(-c3ccncn3)c3ccncc23)c1,2,L0712.sdf,L0712.pdbqt
L0713,CHEMBL2348162,Nc1nccc(-n2cc(-c3cccnc3)c3cnccc32)n1,5.96,c1cncc(-c2cn(-c3ccncn3)c3ccncc23)c1,1,L0713.sdf,L0713.pdbqt
L0714,CHEMBL3940741,O=C1NCC2(CCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCCCC5)CC4)cn3)nc12,5.55,O=C1NCC2(CCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCCCC5)CC4)cn3)nc12,1,L0714.sdf,L0714.pdbqt
L0715,CHEMBL599552,O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,4.16,O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,1,L0715.sdf,L0715.pdbqt
L0716,CHEMBL272217,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(OCCc4ccncc4)c32)cc1,7.68,O=C1Nc2cccc(OCCc3ccncc3)c2/C1=N/Nc1ccccc1,1,L0716.sdf,L0716.pdbqt
L0717,CHEMBL515839,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CC4CCCO4)cc3)n2)n1C(C)C,7.89,O=S(=O)(CC1CCCO1)c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0717.sdf,L0717.pdbqt
L0718,CHEMBL491447,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cccc(CO)c21,7.57,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12,1,L0718.sdf,L0718.pdbqt
L0719,CHEMBL522464,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cccc(CO)c21,6.83,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12,1,L0719.sdf,L0719.pdbqt
L0720,CHEMBL477038,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)ccc21,6.62,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12,1,L0720.sdf,L0720.pdbqt
L0721,CHEMBL489833,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(Br)ccc21,6.365,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12,2,L0721.sdf,L0721.pdbqt
L0722,CHEMBL522751,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(I)ccc21,5.97,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12,1,L0722.sdf,L0722.pdbqt
L0723,CHEMBL505673,COc1cccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc12,5.94,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12,1,L0723.sdf,L0723.pdbqt
L0724,CHEMBL301138,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,5.85,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12,1,L0724.sdf,L0724.pdbqt
L0725,CHEMBL523113,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc(Cl)ccc21,5.74,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12,1,L0725.sdf,L0725.pdbqt
L0726,CHEMBL491647,COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,5.4,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12,2,L0726.sdf,L0726.pdbqt
L0727,CHEMBL522590,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,4.949999999999999,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12,2,L0727.sdf,L0727.pdbqt
L0728,CHEMBL522760,COc1cccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc12,4.285,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12,2,L0728.sdf,L0728.pdbqt
L0729,CHEMBL3891784,CC(C)N1CCN(Cc2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,5.87,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(CN4CCNCC4)cn3)nc12,2,L0729.sdf,L0729.pdbqt
L0730,CHEMBL3975020,CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nn2)CC1,6.0600000000000005,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCNCC4)nn3)nc12,2,L0730.sdf,L0730.pdbqt
L0731,CHEMBL189934,CCOC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,8.0,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,1,L0731.sdf,L0731.pdbqt
L0732,CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,7.32,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,2,L0732.sdf,L0732.pdbqt
L0733,CHEMBL2163611,Cc1c(N[C@H]2CCCNC2)nc2ccnn2c1Nc1ccc2c(cnn2C)c1,4.57,c1cc2nc(N[C@H]3CCCNC3)cc(Nc3ccc4[nH]ncc4c3)n2n1,1,L0733.sdf,L0733.pdbqt
L0734,CHEMBL1964251,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCc2c[nH]cn2)cc1,8.44,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCc2c[nH]cn2)cc1,1,L0734.sdf,L0734.pdbqt
L0735,CHEMBL2442291,Cc1nnc(-c2cccc(-c3cnn4ccc(NCCN)nc34)c2)o1,6.24,c1cc(-c2nnco2)cc(-c2cnn3cccnc23)c1,1,L0735.sdf,L0735.pdbqt
L0736,CHEMBL5558295,CC(=O)Nc1ccc(CNc2nc(O[C@H]3CCCNC3)nc3c(C(C)C)cnn23)cc1,6.36,c1ccc(CNc2nc(O[C@H]3CCCNC3)nc3ccnn23)cc1,1,L0736.sdf,L0736.pdbqt
L0737,CHEMBL5505818,CCC(=O)Nc1ccc(CNc2nc(O[C@H]3CCCNC3)nc3c(C(C)C)cnn23)cc1,6.16,c1ccc(CNc2nc(O[C@H]3CCCNC3)nc3ccnn23)cc1,1,L0737.sdf,L0737.pdbqt
L0738,CHEMBL3401987,CC(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,5.92,c1cnc2[nH]cc(-c3nccc(N[C@@H]4CC5CCC4CC5)n3)c2c1,1,L0738.sdf,L0738.pdbqt
L0739,CHEMBL2163616,COCCOc1ccc(Nc2c(C)c(N[C@H]3CCCNC3)nc3ccnn23)cc1,4.66,c1ccc(Nc2cc(N[C@H]3CCCNC3)nc3ccnn23)cc1,1,L0739.sdf,L0739.pdbqt
L0740,CHEMBL1235213,CCOc1ccc(Nc2c(C)c(N[C@H]3CCCNC3)nc3ccnn23)cc1,4.64,c1ccc(Nc2cc(N[C@H]3CCCNC3)nc3ccnn23)cc1,1,L0740.sdf,L0740.pdbqt
L0741,CHEMBL190178,O=C(Nc1cc(C2CC2)[nH]n1)C(=O)c1ccccc1,5.58,O=C(Nc1cc(C2CC2)[nH]n1)C(=O)c1ccccc1,2,L0741.sdf,L0741.pdbqt
