marker_id,category_cn,label,tier,n_510k,n_denovo,n_pma,link_status,ex_510k,ex_denovo,ex_pma,clia_analyte_id,n_clia,clia_doc_examples,notes,official_link,source
M0683,免疫与自身免疫,Kappa-deleting element recombination circles (KRECs),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1236,1,CR200500,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0684,输血与免疫血液学,"Kell Antigen Typing (Anti-K, -k, -Kpa, -Kpb) - Serologic-RBC",遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1167,9,CR190443; CR190634; CR190764; CR210322; CR220223,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0685,临床生化,"Ketone, blood",分析物／抗原／病原体标签,9,0,0,已关联历史获准记录（目录／数据库级）,K033860; K040814; K080960,,,124,35,CDC000016; CDC000114; CR160264; CR160334; CR170076,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K033860,catalog_v1
M0686,临床生化,"Ketone, urine",分析物／抗原／病原体标签,5,0,0,已关联历史获准记录（目录／数据库级）,K003987; K022386; K060280,,,352,20,CR160264; CR180882; CR190053; CR190096; CR190161,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K003987,catalog_v1
M0687,输血与免疫血液学,"Kidd Antigen Typing (Anti-Jka,-Jkb) - Serologic-RBC",遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1170,10,CR190443; CR190764; CR210322; CR210348; CR220223,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0688,临床生化,KidneyIntelX.dkd,组合／谱／比值：成员待展开,0,1,0,已关联历史获准记录（目录／数据库级）,,DEN200052,,1255,1,CR200403,路线为空表示本次未建立直接关联，不表示没有获准产品。 De Novo依据见目录映射表；未回填panel内部成员。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200052,catalog_v1
M0689,病理与分子肿瘤,KIT mutation,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1046,1,CR140558,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0690,毒理与治疗药物监测,Lacosamide,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1234,9,CR200209; CR230390; CR250499,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0691,临床生化,Lactate dehydrogenase (LDH),分析物／抗原／病原体标签,78,0,0,已关联历史获准记录（目录／数据库级）,K003721; K010061; K011213,,,8,409,CDC000016; CDC000023; CDC000035; CDC000055; CDC000086,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K003721,catalog_v1
M0692,临床生化,Lactate dehydrogenase heart fraction (LDH-1),分析物／抗原／病原体标签,7,0,0,已关联历史获准记录（目录／数据库级）,K921661; K941050; K942364,,,512,71,CDC000035; CDC000099; CDC000144; CDC000240; CDC000246,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K921661,catalog_v1
M0693,临床生化,Lactate dehydrogenase isoenzymes,分析物／抗原／病原体标签,6,0,0,已关联历史获准记录（目录／数据库级）,K020467; K022455; K940224,,,319,17,CDC000123; CDC000426; K020467; K022455; K940224,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K020467,catalog_v1
M0694,临床生化,Lactate dehydrogenase liver fraction (LLDH),分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K932467; K941050,,,597,14,CDC000401; CDC000417; CDC000444; CDC000446; CDC000450,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K932467,catalog_v1
M0695,临床生化,Lactic acid (lactate),分析物／抗原／病原体标签,76,0,0,已关联历史获准记录（目录／数据库级）,K001387; K010061; K010520,,,24,285,CDC000033; CDC000035; CDC000055; CDC000104; CDC000198,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001387,catalog_v1
M0696,临床生化,Lactoferrin,分析物／抗原／病原体标签,7,0,0,已关联历史获准记录（目录／数据库级）,K011396; K030704; K042071,,,846,9,CR150141; K011396; K030704; K042071; K071712,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K011396,catalog_v1
M0697,免疫与自身免疫,Lambda light chains,分析物／抗原／病原体标签,26,0,0,已关联历史获准记录（目录／数据库级）,K001647; K002563; K002564,,,219,99,CDC000033; CDC000123; CDC000236; CDC000386; CDC000426,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001647,catalog_v1
M0698,毒理与治疗药物监测,lamotrigine,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K062966; K101305,,,875,29,CR140016; CR180898; CR180924; CR190159; CR190713,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K062966,catalog_v1
M0699,临床生化,LDL cholesterol,分析物／抗原／病原体标签,66,0,0,已关联历史获准记录（目录／数据库级）,K010061; K011843; K012287,,,182,658,CR140219; CR150475; CR150481; CR160008; CR160250,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K010061,catalog_v1
M0700,临床生化,LDL-particle number,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K113830,,,1001,2,CR210106; K113830,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K113830,catalog_v1
M0701,毒理与治疗药物监测,"Lead, blood",分析物／抗原／病原体标签,3,0,0,已关联历史获准记录（目录／数据库级）,K052549; K123563; K971640,,,676,10,CDC000106; CDC000131; CR140386; CR260403; K052549,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K052549,catalog_v1
M0702,临床生化,Lecithin/sphingomyelin (L/S) ratio,组合／谱／比值：成员待展开,0,0,0,仅CLIA记录：三路径待核实,,,,774,2,CDC000123,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0703,细菌与耐药,Legionella,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K033861; K934965,,,600,21,CDC000034; CDC000116; CDC000121; CDC000175; CDC000186,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K033861,catalog_v1
M0704,免疫与自身免疫,Legionella antibodies,抗体／免疫反应性,4,0,0,已关联历史获准记录（目录／数据库级）,K033051; K963318; K970149,,,476,8,CDC000175; CDC000202; CDC000284; CDC000391; K033051,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K033051,catalog_v1
M0705,细菌与耐药,Legionella pneumophilia serogroup 1 antigen,抗体／免疫反应性,5,0,0,已关联历史获准记录（目录／数据库级）,K061496; K070522; K113190,,,692,9,CR190341; CR190368; K061496; K070522; K113190,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K061496,catalog_v1
M0706,细菌与耐药,Leishmania spp.,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K081868,,,967,2,CR140170; K081868,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K081868,catalog_v1
M0707,免疫与自身免疫,Leptospira antibodies,抗体／免疫反应性,1,0,0,已关联历史获准记录（目录／数据库级）,K880417,,,776,3,CDC000127; K880417,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K880417,catalog_v1
M0708,细菌与耐药,Lethal Factor,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1243,2,CR220239; CR230500,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0709,临床生化,Leucine,分析物／抗原／病原体标签,5,0,0,已关联历史获准记录（目录／数据库级）,K083130; K093916; K925093,,,574,9,CR170626; CR190676; K031878; K083130; K093916,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K083130,catalog_v1
M0710,临床生化,Leucine aminopeptidase (LAP),分析物／抗原／病原体标签,3,0,0,已关联历史获准记录（目录／数据库级）,K011465; K926060; K950958,,,362,17,CDC000246; CDC000426; CDC000433; CDC000450; K011465,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K011465,catalog_v1
M0711,免疫与自身免疫,Leucine-rich repeat kinase 2 (LRRK2) gene,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1069,1,CR160339,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0712,血液学与凝血,Leukocyte aggregation,功能／计数／检测对象组,1,0,0,已关联历史获准记录（目录／数据库级）,K063864,,,741,3,CDC000038; K063864,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K063864,catalog_v1
M0713,血液学与凝血,Leukocyte alkaline phosphatase (LAP),分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K970824,,,673,1,K970824,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K970824,catalog_v1
M0714,免疫与自身免疫,Leukocyte common antigen (LCA),抗体／免疫反应性,1,0,0,已关联历史获准记录（目录／数据库级）,K936111,,,607,1,K936111,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K936111,catalog_v1
M0715,血液学与凝血,Leukocyte esterase,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K000578,,,207,1,K000578,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000578,catalog_v1
M0716,尿液分析,"Leukocyte esterase, urinary",分析物／抗原／病原体标签,6,0,0,已关联历史获准记录（目录／数据库级）,K022386; K060280; K063295,,,423,83,CR140029; CR140409; CR150274; CR150595; CR160025,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K022386,catalog_v1
M0717,免疫与自身免疫,"Leukocytes, CD45",分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K060375; K090810,,,864,7,CR140195; CR230542; K060375; K090810,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K060375,catalog_v1
M0718,血液学与凝血,"Leukocytes, fecal",分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,785,2,CDC000131; CDC000372,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0719,毒理与治疗药物监测,Levetiracetam,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K091653,,,947,44,CR140422; CR150150; CR180929; CR190474; CR200195,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K091653,catalog_v1
M0720,输血与免疫血液学,"Lewis Antigen Type (Anti-Lea, -Leb) - Serologic-RBC",抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,1165,6,CR190443; CR190764; CR210322; CR220223,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0721,毒理与治疗药物监测,Lidocaine,分析物／抗原／病原体标签,15,0,0,已关联历史获准记录（目录／数据库级）,K010061; K011878; K032334,,,302,107,CDC000055; CDC000257; CDC000398; CDC000401; CDC000417,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K010061,catalog_v1
M0722,临床生化,Lipase,分析物／抗原／病原体标签,48,0,0,已关联历史获准记录（目录／数据库级）,K003721; K010061; K011213,,,34,280,CDC000035; CDC000055; CDC000089; CDC000104; CDC000174,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K003721,catalog_v1
M0723,临床生化,Lipoprotein fractions,分析物／抗原／病原体标签,15,0,0,已关联历史获准记录（目录／数据库级）,K000603; K010337; K012789,,,126,31,CDC000123; CDC000149; CDC000429; K000603; K010337,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000603,catalog_v1
M0724,临床生化,Lipoprotein(a) (Lp(a)),分析物／抗原／病原体标签,28,0,0,已关联历史获准记录（目录／数据库级）,K000121; K001647; K001919,,,152,116,CR140012; CR160519; CR180015; CR180078; CR180497,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000121,catalog_v1
M0725,临床生化,Lipoprotein-associated phospholipase A2 (LP-PLA2),分析物／抗原／病原体标签,4,0,0,已关联历史获准记录（目录／数据库级）,K030477; K040101; K050523,,,447,7,CR140214; CR180216; CR200519; K030477; K040101,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K030477,catalog_v1
M0726,细菌与耐药,Listeria monocytogenes,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,769,1,CDC000116,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0727,毒理与治疗药物监测,Lithium,分析物／抗原／病原体标签,48,0,0,已关联历史获准记录（目录／数据库级）,K001761; K002407; K002855,,,258,178,CDC000005; CDC000011; CDC000178; CDC000198; CDC000219,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001761,catalog_v1
M0728,血液学与凝血,Lupus anticoagulants,分析物／抗原／病原体标签,27,0,0,已关联历史获准记录（目录／数据库级）,K000053; K000527; K000528,,,118,104,CDC000335; CR150509; CR160470; CR160520; CR170401,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000053,catalog_v1
