gene,uniprot,protein_name,ensembl_gene,surface_evidence,cspa_confirmed,topology,topology_class,n_tm,ecd_length,max_ecd_segment,cyto_length,has_signal_peptide,accessible_sites,almen_class,uniprot_subcellular,ml_score
OR10G7,Q8NGN6,Olfactory receptor 10G7,ENSG00000182634,experimental,False,NC:1-24;TM:25-46;CY:47-57;TM:58-77;NC:78-97;TM:98-119;CY:120-139;TM:140-161;NC:162-196;TM:197-220;CY:221-239;TM:240-260;NC:261-265;TM:266-289;CY:290-311,multi-pass (7 TM),7,84,35,72,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.996
OR10G8,Q8NGN5,Olfactory receptor 10G8,ENSG00000234560,machine_learning,False,NC:1-23;TM:24-46;CY:47-57;TM:58-77;NC:78-97;TM:98-117;CY:118-138;TM:139-161;NC:162-196;TM:197-220;CY:221-239;TM:240-259;NC:260-269;TM:270-289;CY:290-311,multi-pass (7 TM),7,88,35,73,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.994
OR10G9,Q8NGN4,Olfactory receptor 10G9,ENSG00000236981,experimental,False,NC:1-24;TM:25-46;CY:47-57;TM:58-77;NC:78-98;TM:99-119;CY:120-139;TM:140-161;NC:162-196;TM:197-220;CY:221-239;TM:240-259;NC:260-269;TM:270-289;CY:290-311,multi-pass (7 TM),7,90,35,72,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8283
OR10H1,Q9Y4A9,Olfactory receptor 10H1,ENSG00000186723,experimental,False,NC:1-24;TM:25-47;CY:48-58;TM:59-79;NC:80-99;TM:100-120;CY:121-140;TM:141-164;NC:165-198;TM:199-222;CY:223-241;TM:242-261;NC:262-272;TM:273-293;CY:294-318,multi-pass (7 TM),7,89,34,75,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9022
OR10H2,O60403,Olfactory receptor 10H2,ENSG00000171942,experimental,False,NC:1-24;TM:25-47;CY:48-58;TM:59-79;NC:80-99;TM:100-120;CY:121-140;TM:141-164;NC:165-194;TM:195-222;CY:223-241;TM:242-261;NC:262-272;TM:273-293;CY:294-315,multi-pass (7 TM),7,85,30,72,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9541
OR10H3,O60404,Olfactory receptor 10H3,ENSG00000171936,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-79;NC:80-98;TM:99-121;CY:122-141;TM:142-165;NC:166-196;TM:197-223;CY:224-242;TM:243-262;NC:263-273;TM:274-294;CY:295-316,multi-pass (7 TM),7,85,31,72,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.7525
OR10H4,Q8NGA5,Olfactory receptor 10H4,ENSG00000176231,experimental,False,NC:1-23;TM:24-48;CY:49-59;TM:60-80;NC:81-101;TM:102-121;CY:122-141;TM:142-165;NC:166-196;TM:197-223;CY:224-242;TM:243-262;NC:263-273;TM:274-294;CY:295-316,multi-pass (7 TM),7,86,31,72,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9621
OR10H5,Q8NGA6,Olfactory receptor 10H5,ENSG00000172519,experimental,False,NC:1-24;TM:25-47;CY:48-58;TM:59-79;NC:80-99;TM:100-120;CY:121-140;TM:141-164;NC:165-198;TM:199-222;CY:223-241;TM:242-261;NC:262-272;TM:273-293;CY:294-315,multi-pass (7 TM),7,89,34,72,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9082
OR10J1,P30954,Olfactory receptor 10J1,ENSG00000196184,experimental,False,NC:1-35;TM:36-59;CY:60-70;TM:71-90;NC:91-111;TM:112-131;CY:132-151;TM:152-173;NC:174-206;TM:207-231;CY:232-250;TM:251-270;NC:271-281;TM:282-302;CY:303-320,multi-pass (7 TM),7,100,35,68,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9734
OR10J3,Q5JRS4,Olfactory receptor 10J3,ENSG00000196266,experimental,False,NC:1-25;TM:26-49;CY:50-60;TM:61-82;NC:83-101;TM:102-121;CY:122-141;TM:142-162;NC:163-197;TM:198-222;CY:223-241;TM:242-261;NC:262-272;TM:273-290;CY:291-329,multi-pass (7 TM),7,90,35,89,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9894
OR10J4,P0C629,Olfactory receptor 10J4,,machine_learning,False,NC:1-25;TM:26-49;CY:50-60;TM:61-81;NC:82-99;TM:100-121;CY:122-144;TM:145-168;NC:169-198;TM:199-226;CY:227-237;TM:238-255;NC:256-272;TM:273-292;CY:293-311,multi-pass (7 TM),7,90,30,64,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8244
OR10J5,Q8NHC4,Olfactory receptor 10J5,ENSG00000184155,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-79;NC:80-99;TM:100-120;CY:121-139;TM:140-162;NC:163-197;TM:198-220;CY:221-239;TM:240-259;NC:260-270;TM:271-290;CY:291-309,multi-pass (7 TM),7,90,35,68,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.996
OR10J6P,Q8NGY7,Putative olfactory receptor 10J6,,machine_learning,False,NC:1-25;TM:26-46;CY:47-54;TM:55-75;NC:76-99;TM:100-120;CY:121-139;TM:140-160;NC:161-196;TM:197-216;CY:217-236;TM:237-257;NC:258-270;IM:271-276,multi-pass (6 TM),6,98,36,47,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.5868
OR10K1,Q8NGX5,Olfactory receptor 10K1,ENSG00000173285,experimental,False,NC:1-25;TM:26-47;CY:48-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-164;NC:165-195;TM:196-219;CY:220-239;TM:240-260;NC:261-271;TM:272-292;CY:293-313,multi-pass (7 TM),7,86,31,71,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9242
OR10K2,Q6IF99,Olfactory receptor 10K2,ENSG00000180708,experimental,False,NC:1-25;TM:26-46;CY:47-57;TM:58-78;NC:79-97;TM:98-120;CY:121-139;TM:140-164;NC:165-195;TM:196-219;CY:220-239;TM:240-260;NC:261-271;TM:272-291;CY:292-312,multi-pass (7 TM),7,86,31,71,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8623
OR10P1,Q8NGE3,Olfactory receptor 10P1,ENSG00000175398,experimental,False,NC:1-26;TM:27-48;CY:49-59;TM:60-79;NC:80-99;TM:100-121;CY:122-141;TM:142-165;NC:166-197;TM:198-222;CY:223-241;TM:242-262;NC:263-273;TM:274-293;CY:294-313,multi-pass (7 TM),7,89,32,70,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9086
OR10Q1,Q8NGQ4,Olfactory receptor 10Q1,ENSG00000180475,experimental,False,NC:1-28;TM:29-52;CY:53-63;TM:64-85;NC:86-104;TM:105-124;CY:125-144;TM:145-168;NC:169-201;TM:202-226;CY:227-245;TM:246-265;NC:266-277;TM:278-297;CY:298-319,multi-pass (7 TM),7,92,33,72,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9733
OR10R2,Q8NGX6,Olfactory receptor 10R2,ENSG00000198965,experimental,False,NC:1-43;TM:44-68;CY:69-79;TM:80-98;NC:99-117;TM:118-140;CY:141-160;TM:161-184;NC:185-216;TM:217-241;CY:242-260;TM:261-280;NC:281-292;TM:293-312;CY:313-335,multi-pass (7 TM),7,106,43,73,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.994
OR10S1,Q8NGN2,Olfactory receptor 10S1,ENSG00000196248,machine_learning,False,NC:1-38;TM:39-60;CY:61-71;TM:72-92;NC:93-111;TM:112-134;CY:135-153;TM:154-172;NC:173-211;TM:212-235;CY:236-255;TM:256-275;NC:276-286;TM:287-304;CY:305-331,multi-pass (7 TM),7,107,39,77,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8583
OR10T2,Q8NGX3,Olfactory receptor 10T2,ENSG00000186306,experimental,False,NC:1-25;TM:26-49;CY:50-60;TM:61-82;NC:83-101;TM:102-121;CY:122-140;TM:141-164;NC:165-198;TM:199-222;CY:223-236;TM:237-260;NC:261-271;TM:272-292;CY:293-314,multi-pass (7 TM),7,89,34,66,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9949
OR10V1,Q8NGI7,Olfactory receptor 10V1,ENSG00000172289,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-81;NC:82-100;TM:101-121;CY:122-140;TM:141-165;NC:166-199;TM:200-224;CY:225-243;TM:244-262;NC:263-273;TM:274-293;CY:294-309,multi-pass (7 TM),7,88,34,65,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9944
OR10W1,Q8NGF6,Olfactory receptor 10W1,ENSG00000172772,experimental,False,NC:1-15;TM:16-38;CY:39-49;TM:50-72;NC:73-91;TM:92-111;CY:112-129;TM:130-154;NC:155-190;TM:191-213;CY:214-232;TM:233-251;NC:252-262;TM:263-283;CY:284-305,multi-pass (7 TM),7,81,36,70,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8059
OR10X1,Q8NGY0,Olfactory receptor 10X1,ENSG00000186400;ENSG00000279111,experimental,False,NC:1-40;TM:41-64;CY:65-75;TM:76-94;NC:95-113;TM:114-135;CY:136-153;TM:154-174;NC:175-212;TM:213-237;CY:238-253;TM:254-276;NC:277-287;TM:288-306;CY:307-326,multi-pass (7 TM),7,108,40,65,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9946
OR10Z1,Q8NGY1,Olfactory receptor 10Z1,ENSG00000198967,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-139;TM:140-164;NC:165-198;TM:199-221;CY:222-240;TM:241-260;NC:261-271;TM:272-292;CY:293-313,multi-pass (7 TM),7,88,34,70,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8962
OR11A1,Q9GZK7,Olfactory receptor 11A1,ENSG00000204694;ENSG00000206472;ENSG00000206517;ENSG00000223898;ENSG00000234347;ENSG00000237258;ENSG00000230780;ENSG00000232289,experimental,False,NC:1-25;TM:26-50;CY:51-60;TM:61-80;NC:81-99;TM:100-121;CY:122-141;TM:142-165;NC:166-200;TM:201-222;CY:223-242;TM:243-262;NC:263-273;TM:274-293;CY:294-315,multi-pass (7 TM),7,90,35,72,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9946
OR11G2,Q8NGC1,Olfactory receptor 11G2,ENSG00000196832,experimental,False,NC:1-62;TM:63-86;CY:87-97;TM:98-117;NC:118-136;TM:137-158;CY:159-177;TM:178-199;NC:200-242;TM:243-264;CY:265-275;TM:276-298;NC:299-311;TM:312-330;CY:331-345,multi-pass (7 TM),7,137,62,56,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9139
OR11H1,Q8NG94,Olfactory receptor 11H1,ENSG00000130538,experimental,False,NC:1-39;TM:40-65;CY:66-73;TM:74-93;NC:94-113;TM:114-135;CY:136-154;TM:155-178;NC:179-215;TM:216-237;CY:238-256;TM:257-276;NC:277-289;TM:290-308;CY:309-326,multi-pass (7 TM),7,109,39,64,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.976
OR11H12,B2RN74,Olfactory receptor 11H12,ENSG00000257115,machine_learning,False,NC:1-39;TM:40-65;CY:66-73;TM:74-93;NC:94-113;TM:114-135;CY:136-154;TM:155-178;NC:179-215;TM:216-237;CY:238-256;TM:257-276;NC:277-289;TM:290-308;CY:309-326,multi-pass (7 TM),7,109,39,64,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.988
OR11H2,Q8NH07,Olfactory receptor 11H2,ENSG00000258453,machine_learning,False,NC:1-39;TM:40-65;CY:66-73;TM:74-93;NC:94-113;TM:114-135;CY:136-154;TM:155-177;NC:178-215;TM:216-237;CY:238-256;TM:257-276;NC:277-289;TM:290-308;CY:309-326,multi-pass (7 TM),7,110,39,64,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.988
OR11H4,Q8NGC9,Olfactory receptor 11H4,ENSG00000176198,experimental,False,NC:1-33;TM:34-58;CY:59-68;TM:69-88;NC:89-108;TM:109-130;CY:131-149;TM:150-172;NC:173-209;TM:210-231;CY:232-251;TM:252-271;NC:272-282;TM:283-302;CY:303-324,multi-pass (7 TM),7,101,37,71,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8731
OR11H6,Q8NGC7,Olfactory receptor 11H6,ENSG00000176219,experimental,False,NC:1-44;TM:45-66;CY:67-76;TM:77-96;NC:97-116;TM:117-138;CY:139-157;TM:158-180;NC:181-218;TM:219-239;CY:240-259;TM:260-279;NC:280-290;TM:291-310;CY:311-330,multi-pass (7 TM),7,113,44,69,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9448
OR11H7,Q8NGC8,Olfactory receptor 11H7,,machine_learning,False,NC:1-23;TM:24-48;CY:49-59;TM:60-81;NC:82-100;TM:101-120;CY:121-139;TM:140-164;NC:165-199;TM:200-221;CY:222-241;TM:242-261;NC:262-272;TM:273-292;CY:293-314,multi-pass (7 TM),7,88,35,72,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9621
OR11L1,Q8NGX0,Olfactory receptor 11L1,ENSG00000197591,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-81;NC:82-100;TM:101-120;CY:121-139;TM:140-161;NC:162-196;TM:197-221;CY:222-240;TM:241-260;NC:261-272;TM:273-292;CY:293-322,multi-pass (7 TM),7,90,35,79,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9778
OR12D2,P58182,Olfactory receptor 12D2,ENSG00000204690;ENSG00000168787;ENSG00000233481;ENSG00000235966;ENSG00000280236,experimental,False,NC:1-23;TM:24-46;CY:47-55;TM:56-76;NC:77-100;TM:101-121;CY:122-137;TM:138-156;NC:157-194;TM:195-220;CY:221-237;TM:238-259;NC:260-271;TM:272-291;CY:292-307,multi-pass (7 TM),7,97,38,58,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),1.0
OR12D3,Q9UGF7,Olfactory receptor 12D3,ENSG00000204692;ENSG00000112462;ENSG00000224487;ENSG00000242022,machine_learning,False,NC:1-23;TM:24-46;CY:47-56;TM:57-76;NC:77-98;TM:99-118;CY:119-137;TM:138-156;NC:157-194;TM:195-220;CY:221-231;TM:232-254;NC:255-271;TM:272-291;CY:292-316,multi-pass (7 TM),7,100,38,65,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9401
OR13A1,Q8NGR1,Olfactory receptor 13A1,ENSG00000256574;ENSG00000277495,machine_learning,False,NC:1-42;TM:43-66;CY:67-76;TM:77-97;NC:98-116;TM:117-137;CY:138-156;TM:157-176;NC:177-212;TM:213-239;CY:240-258;TM:259-278;NC:279-290;TM:291-310;CY:311-328,multi-pass (7 TM),7,109,42,66,False,4.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9401
OR13C2,Q8NGS9,Olfactory receptor 13C2,ENSG00000276119,machine_learning,False,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-139;TM:140-162;NC:163-196;TM:197-221;CY:222-240;TM:241-259;NC:260-278;TM:279-298;CY:299-318,multi-pass (7 TM),7,96,34,69,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),1.0
OR13C3,Q8NGS6,Olfactory receptor 13C3,ENSG00000204246,experimental,False,NC:1-54;TM:55-78;CY:79-89;TM:90-108;NC:109-127;TM:128-150;CY:151-169;TM:170-188;NC:189-225;TM:226-251;CY:252-270;TM:271-289;NC:290-308;TM:309-328;CY:329-347,multi-pass (7 TM),7,129,54,68,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9891
OR13C4,Q8NGS5,Olfactory receptor 13C4,ENSG00000148136,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-97;TM:98-119;CY:120-138;TM:139-158;NC:159-196;TM:197-221;CY:222-240;TM:241-259;NC:260-278;TM:279-298;CY:299-318,multi-pass (7 TM),7,100,38,69,False,4.0,Receptors,Cell membrane (Multi-pass membrane protein),0.99
OR13C5,Q8NGS8,Olfactory receptor 13C5,ENSG00000277556,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-139;TM:140-162;NC:163-196;TM:197-221;CY:222-241;TM:242-259;NC:260-278;TM:279-298;CY:299-318,multi-pass (7 TM),7,96,34,70,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9681
OR13C6P,Q8NH95,Putative olfactory receptor 13C6,,machine_learning,False,NC:1-27;TM:28-49;CY:50-60;TM:61-83;NC:84-101;TM:102-121;CY:122-151,multi-pass (3 TM),3,45,27,41,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.6727
OR13C8,Q8NGS7,Olfactory receptor 13C8,ENSG00000186943,experimental,False,NC:1-25;TM:26-48;CY:49-59;TM:60-81;NC:82-100;TM:101-120;CY:121-139;TM:140-162;NC:163-202;TM:203-222;CY:223-240;TM:241-260;NC:261-274;TM:275-297;CY:298-320,multi-pass (7 TM),7,98,40,71,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.992
OR13C9,Q8NGT0,Olfactory receptor 13C9,ENSG00000136839,experimental,False,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-139;TM:140-158;NC:159-196;TM:197-221;CY:222-240;TM:241-259;NC:260-278;TM:279-298;CY:299-318,multi-pass (7 TM),7,100,38,69,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.992
OR13D1,Q8NGV5,Olfactory receptor 13D1,ENSG00000179055,experimental,False,NC:1-56;TM:57-80;CY:81-91;TM:92-110;NC:111-129;TM:130-151;CY:152-170;TM:171-191;NC:192-225;TM:226-253;CY:254-272;TM:273-292;NC:293-304;TM:305-324;CY:325-346,multi-pass (7 TM),7,121,56,71,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.994
OR13F1,Q8NGS4,Olfactory receptor 13F1,ENSG00000186881,experimental,False,NC:1-23;TM:24-47;CY:48-58;TM:59-79;NC:80-100;TM:101-120;CY:121-140;TM:141-158;NC:159-195;TM:196-222;CY:223-236;TM:237-259;NC:260-272;TM:273-292;CY:293-319,multi-pass (7 TM),7,94,37,72,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9775
OR13G1,Q8NGZ3,Olfactory receptor 13G1,ENSG00000197437,experimental,False,NC:1-21;TM:22-44;CY:45-55;TM:56-75;NC:76-95;TM:96-117;CY:118-136;TM:137-155;NC:156-194;TM:195-219;CY:220-238;TM:239-257;NC:258-269;TM:270-289;CY:290-307,multi-pass (7 TM),7,92,39,67,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9694
OR13H1,Q8NG92,Olfactory receptor 13H1,ENSG00000171054,experimental,False,NC:1-26;TM:27-48;CY:49-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-161;NC:162-195;TM:196-218;CY:219-235;TM:236-259;NC:260-271;TM:272-291;CY:292-308,multi-pass (7 TM),7,91,34,63,False,4.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9231
OR13J1,Q8NGT2,Olfactory receptor 13J1,ENSG00000168828,experimental,False,NC:1-25;TM:26-47;CY:48-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-158;NC:159-198;TM:199-221;CY:222-240;TM:241-260;NC:261-272;TM:273-292;CY:293-312,multi-pass (7 TM),7,96,40,69,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8723
OR14A16,Q8NHC5,Olfactory receptor 14A16,ENSG00000196772,experimental,False,NC:1-22;TM:23-45;CY:46-56;TM:57-76;NC:77-95;TM:96-118;CY:119-138;TM:139-156;NC:157-194;TM:195-217;CY:218-237;TM:238-257;NC:258-268;TM:269-288;CY:289-309,multi-pass (7 TM),7,90,38,72,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9301
OR14A2,Q96R54,Olfactory receptor 14A2,ENSG00000241128,experimental,False,NC:1-22;TM:23-47;CY:48-58;TM:59-77;NC:78-89;TM:90-113;CY:114-133;TM:134-157;NC:158-191;TM:192-219;CY:220-238;TM:239-258;NC:259-269;TM:270-290;CY:291-314,multi-pass (7 TM),7,79,34,74,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9541
OR14C36,Q8NHC7,Olfactory receptor 14C36,ENSG00000177174,experimental,False,NC:1-21;TM:22-46;CY:47-57;TM:58-76;NC:77-95;TM:96-117;CY:118-137;TM:138-156;NC:157-194;TM:195-217;CY:218-236;TM:237-258;NC:259-269;TM:270-290;CY:291-312,multi-pass (7 TM),7,89,38,72,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),1.0
OR14I1,A6ND48,Olfactory receptor 14I1,ENSG00000189181,experimental,False,NC:1-22;TM:23-47;CY:48-58;TM:59-77;NC:78-93;TM:94-117;CY:118-137;TM:138-156;NC:157-190;TM:191-215;CY:216-238;TM:239-259;NC:260-269;TM:270-290;CY:291-311,multi-pass (7 TM),7,82,34,75,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.911
OR14J1,Q9UGF5,Olfactory receptor 14J1,ENSG00000112459;ENSG00000204695;ENSG00000236927;ENSG00000234195;ENSG00000225291;ENSG00000234100;ENSG00000237777,experimental,False,NC:1-22;TM:23-47;CY:48-58;TM:59-76;NC:77-95;TM:96-118;CY:119-138;TM:139-160;NC:161-194;TM:195-217;CY:218-237;TM:238-258;NC:259-269;TM:270-290;CY:291-321,multi-pass (7 TM),7,86,34,82,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9891
OR14K1,Q8NGZ2,Olfactory receptor 14K1,ENSG00000153230,experimental,False,NC:1-19;TM:20-46;CY:47-57;TM:58-76;NC:77-95;TM:96-117;CY:118-136;TM:137-157;NC:158-191;TM:192-219;CY:220-238;TM:239-258;NC:259-269;TM:270-290;CY:291-314,multi-pass (7 TM),7,83,34,73,False,3.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9622
OR14L1P,Q8NHC6,Putative olfactory receptor 14L1,,machine_learning,False,NC:1-25;TM:26-49;CY:50-60;TM:61-79;NC:80-98;TM:99-121;CY:122-140;TM:141-161;NC:162-195;TM:196-222;CY:223-241;TM:242-261;NC:262-272;TM:273-293;CY:294-308,multi-pass (7 TM),7,89,34,64,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8164
OR1A1,Q9P1Q5,Olfactory receptor 1A1,ENSG00000172146,experimental,False,NC:1-25;TM:26-49;CY:50-59;TM:60-81;NC:82-100;TM:101-120;CY:121-140;TM:141-158;NC:159-198;TM:199-220;CY:221-232;TM:233-251;NC:252-270;TM:271-290;CY:291-309,multi-pass (7 TM),7,103,40,61,False,2.0,Receptors,Cell membrane (Multi-pass membrane protein),0.7964
OR1A2,Q9Y585,Olfactory receptor 1A2,ENSG00000172150,experimental,False,NC:1-25;TM:26-49;CY:50-59;TM:60-79;NC:80-99;TM:100-120;CY:121-140;TM:141-159;NC:160-198;TM:199-221;CY:222-232;TM:233-251;NC:252-270;TM:271-290;CY:291-309,multi-pass (7 TM),7,103,39,60,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8122
OR1B1,Q8NGR6,Olfactory receptor 1B1,ENSG00000171484;ENSG00000280094,experimental,False,NC:1-26;TM:27-51;CY:52-62;TM:63-84;NC:85-102;TM:103-122;CY:123-142;TM:143-164;NC:165-203;TM:204-227;CY:228-246;TM:247-267;NC:268-278;TM:279-298;CY:299-318,multi-pass (7 TM),7,94,39,70,False,5.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9558
OR1C1,Q15619,Olfactory receptor 1C1,ENSG00000221888,experimental,False,NC:1-25;TM:26-48;CY:49-58;TM:59-80;NC:81-99;TM:100-120;CY:121-137;TM:138-158;NC:159-193;TM:194-221;CY:222-240;TM:241-260;NC:261-272;TM:273-292;CY:293-314,multi-pass (7 TM),7,91,35,68,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9944
OR1D2,P34982,Olfactory receptor 1D2,ENSG00000184166,machine_learning,False,NC:1-25;TM:26-48;CY:49-58;TM:59-79;NC:80-98;TM:99-120;CY:121-139;TM:140-159;NC:160-197;TM:198-221;CY:222-240;TM:241-260;NC:261-271;TM:272-291;CY:292-312,multi-pass (7 TM),7,93,38,69,False,5.0,Receptors,Cell membrane (Multi-pass membrane protein),0.994
OR1D4,P47884,Olfactory receptor 1D4,,machine_learning,False,NC:1-25;TM:26-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-163;NC:164-193;TM:194-218;CY:219-238;TM:239-260;NC:261-271;TM:272-291;CY:292-311,multi-pass (7 TM),7,85,30,70,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.994
OR1D5,P58170,Olfactory receptor 1D5,ENSG00000262628,machine_learning,False,NC:1-25;TM:26-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-163;NC:164-193;TM:194-218;CY:219-238;TM:239-260;NC:261-271;TM:272-289;CY:290-312,multi-pass (7 TM),7,85,30,73,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.994
OR1E1,P30953,Olfactory receptor 1E1,ENSG00000180016,experimental,False,NC:1-27;TM:28-49;CY:50-59;TM:60-81;NC:82-100;TM:101-120;CY:121-138;TM:139-158;NC:159-196;TM:197-219;CY:220-236;TM:237-260;NC:261-271;TM:272-292;CY:293-314,multi-pass (7 TM),7,95,38,67,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9948
OR1E2,P47887,Olfactory receptor 1E2,ENSG00000127780,experimental,False,NC:1-27;TM:28-49;CY:50-58;TM:59-81;NC:82-100;TM:101-121;CY:122-145;TM:146-167;NC:168-205;TM:206-228;CY:229-245;TM:246-269;NC:270-280;TM:281-301;CY:302-323,multi-pass (7 TM),7,95,38,72,False,1.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9741
OR1E3,Q8WZA6,Olfactory receptor 1E3,,machine_learning,False,NC:1-25;TM:26-49;CY:50-106;TM:107-131;NC:132-143;TM:144-164;CY:165-196;TM:197-222;NC:223-241;TM:242-261;CY:262-272;TM:273-292;NC:293-311;TM:312-334;CY:335-343,multi-pass (7 TM),7,75,25,109,False,0.0,Receptors,Cell membrane (Multi-pass membrane protein),0.8124
