ensembl_gene,ot_symbol,ab_tractability_bucket,ab_druggability,ot_surface_localisation,ot_locations,ot_is_essential,ot_n_drugs,ot_drugs,ot_max_clinical_stage
ENSG00000164626,KCNK5,GO CC high conf,0.65,False,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Nucleoplasm,False,0,,
ENSG00000164638,SLC29A4,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein; HPA_main:Cytokinetic bridge; HPA_main:Microtubules,False,0,,
ENSG00000164659,ELAPOR2,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Endoplasmic reticulum,False,0,,
ENSG00000164849,GPR146,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000164850,GPER1,GO CC high conf,0.65,True,"uniprot:Nucleus; uniprot:Cytoplasm; uniprot:Cytoplasm, perinuclear region; uniprot:Cytoplasm, cytoskeleton; uniprot:Cell membrane; Multi-pass membrane protein; uniprot:Basolateral cell membrane; Multi-pass membrane protein",False,0,,
ENSG00000164855,TMEM184A,UniProt loc med conf,0.55,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasm, perinuclear region; uniprot:Cytoplasmic vesicle membrane ; Multi-pass membrane protein; uniprot:Early endosome membrane ; Multi-pass membrane protein; uniprot:Endosome; uniprot:Cytoplasmic vesicle, secretory vesicle membrane",False,0,,
ENSG00000164930,FZD6,GO CC high conf,0.65,True,uniprot:Membrane ; Multi- pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell surface; uniprot:Apical cell membrane; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein,False,0,,
ENSG00000164935,DCSTAMP,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum membrane; Multi-pass membrane protein; uniprot:Endoplasmic reticulum-Golgi intermediate compartment membrane ; Multi-pass membrane protein; uniprot:Endosome,False,0,,
ENSG00000164953,TMEM67,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein; uniprot:Cell projection, cilium; uniprot:Cytoplasm, cytoskeleton, cilium basal body",False,0,,
ENSG00000165029,ABCA1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endosome; HPA_main:Plasma membrane; HPA_additional:Golgi apparatus,False,1,PROBUCOL,APPROVAL
ENSG00000165125,TRPV6,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000165168,CYBB,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000165186,PTCHD1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell projection, dendritic spine",False,0,,
ENSG00000165194,PCDH19,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Cytosol,False,0,,
ENSG00000165202,OR1Q1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000165204,OR1K1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000165215,CLDN3,UniProt loc high conf,0.7,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cell Junctions",False,0,,
ENSG00000165300,SLITRK5,GO CC high conf,0.65,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000165323,FAT3,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Cell Junctions,False,0,,
ENSG00000165349,SLC7A3,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000165370,GPR101,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000165376,CLDN2,GO CC high conf,0.65,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cell Junctions; HPA_main:Plasma membrane; HPA_additional:Nucleoli; HPA_additional:Nucleoplasm",False,0,,
ENSG00000165379,LRFN5,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000165409,TSHR,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Basolateral cell membrane ; Multi-pass membrane protein,False,2,THYROTROPIN ALFA; THYROTROPIN,APPROVAL
ENSG00000165457,FOLR2,UniProt loc high conf,0.7,True,"uniprot:Cell membrane; Lipid-anchor, GPI-anchor; uniprot:Secreted",False,0,,
ENSG00000165474,GJB2,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell junction, gap junction; HPA_main:Mitochondria",False,0,,
ENSG00000165548,TMEM63C,UniProt loc high conf,0.7,True,uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Centrosome,False,0,,
ENSG00000165621,OXGR1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000165633,VSTM4,UniProt loc high conf,0.7,True,uniprot:Secreted; uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Nucleoplasm; HPA_main:Vesicles; HPA_extracellular_location:Predicted to be secreted,False,0,,
ENSG00000165661,QSOX2,UniProt loc high conf,0.7,True,uniprot:Membrane ; Single- pass membrane protein; uniprot:Secreted; uniprot:Cell membrane ; Single-pass membrane protein; uniprot:Nucleus membrane ; Single- pass membrane protein; HPA_main:Golgi apparatus; HPA_additional:Nucleoplasm,False,0,,
ENSG00000165682,CLEC1B,GO CC high conf,0.65,False,uniprot:Membrane ; Single-pass type II membrane protein,False,0,,
ENSG00000165731,RET,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Endosome membrane ; Single-pass type I membrane protein; HPA_main:Cytosol; HPA_main:Golgi apparatus; HPA_additional:Plasma membrane,False,16,SELPERCATINIB; ALECTINIB; SORAFENIB TOSYLATE; SORAFENIB; BOS-589; QUIZARTINIB,PHASE_3
ENSG00000165762,OR4K2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000165794,SLC39A2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Cytoplasmic bodies,False,0,,
ENSG00000165810,BTNL9,GO CC high conf,0.65,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Nuclear membrane; HPA_additional:Vesicles,False,0,,
ENSG00000165970,SLC6A5,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000166073,GPR176,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000166086,JAM3,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell junction; uniprot:Cell junction, desmosome; uniprot:Cell junction, tight junction; uniprot:Secreted; HPA_main:Golgi apparatus",False,0,,
ENSG00000166126,AMN,UniProt loc high conf,0.7,True,"uniprot:Apical cell membrane ; Single-pass type I membrane protein; uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Endosome membrane; uniprot:Membrane, coated pit; uniprot:Secreted",False,0,,
ENSG00000166148,AVPR1A,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,13,PECAVAPTAN; ARGIPRESSIN TANNATE; BALOVAPTAN; CONIVAPTAN HYDROCHLORIDE; LYPRESSIN; CONIVAPTAN,PHASE_3
ENSG00000166159,LRTM2,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Cytosol,False,0,,
ENSG00000166206,GABRB3,UniProt loc high conf,0.7,True,uniprot:Postsynaptic cell membrane; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle membrane,False,74,SEVOFLURANE; ESTAZOLAM; ADIPIPLON; ETIFOXINE; GLUTETHIMIDE; PENTOBARBITAL,PHASE_3
ENSG00000166250,CLMP,UniProt loc high conf,0.7,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Single-pass type I membrane protein",False,0,,
ENSG00000166257,SCN3B,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane; HPA_additional:Vesicles,False,0,,
ENSG00000166341,DCHS1,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000166342,NETO1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single- pass type I membrane protein; uniprot:Postsynaptic density membrane; uniprot:Cell membrane ; Single- pass type I membrane protein; uniprot:Secreted; HPA_main:Golgi apparatus; HPA_extracellular_location:Predicted to be secreted,False,0,,
ENSG00000166363,OR10A5,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000166368,OR2D2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000166450,PRTG,UniProt SigP or TMHMM,0.45,True,uniprot:Membrane ; Single-pass membrane protein; HPA_main:Cytosol; HPA_additional:Plasma membrane; HPA_additional:Vesicles,False,0,,
ENSG00000166558,SLC38A8,UniProt SigP or TMHMM,0.45,False,"uniprot:Membrane ; Multi- pass membrane protein; uniprot:Cytoplasm, cell cortex; uniprot:Cell projection, axon",False,0,,
ENSG00000166573,GALR1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000166589,CDH16,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000166603,MC4R,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell projection, cilium membrane ; Multi-pass membrane protein",False,5,BREMELANOTIDE; BREMELANOTIDE ACETATE; SETMELANOTIDE ACETATE; SETMELANOTIDE; PF-00446687,PHASE_2
ENSG00000166682,TMPRSS5,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type II membrane protein; HPA_main:Nucleoplasm,False,0,,
ENSG00000166736,HTR3A,UniProt loc high conf,0.7,True,uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein,False,29,AMISULPRIDE; RENZAPRIDE; ZIMELDINE; DOLASETRON; GRANISETRON; TROPISETRON,PHASE_3
ENSG00000166825,ANPEP,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type II membrane protein; HPA_main:Plasma membrane,False,1,TOSEDOSTAT,PHASE_2
ENSG00000166828,SCNN1G,UniProt loc high conf,0.7,True,uniprot:Apical cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm; HPA_additional:Primary cilium; HPA_additional:Primary cilium transition zone,False,5,IDREVLORIDE; COFIRASERSEN; AMILORIDE HYDROCHLORIDE; TRIAMTERENE; AMILORIDE,PHASE_2
ENSG00000166856,ACKR5,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endosome membrane ; Multi-pass membrane protein,,0,,
ENSG00000166862,CACNG2,GO CC high conf,0.65,False,"uniprot:Membrane; Multi-pass membrane protein; uniprot:Synapse, synaptosome",False,10,TERODILINE HYDROCHLORIDE; GABAPENTIN; BEPRIDIL; SULOCTIDIL; PREGABALIN; TERODILINE,PHASE_3
ENSG00000166881,NEMP1,UniProt SigP or TMHMM,0.45,False,uniprot:Nucleus inner membrane ; Multi-pass membrane protein ; Nucleoplasmic side; uniprot:Nucleus envelope; HPA_main:Nucleoplasm,False,0,,
ENSG00000166884,OR4D6,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000166897,ELFN2,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass membrane protein; HPA_main:Nucleoplasm; HPA_main:Vesicles,False,0,,
ENSG00000166961,MS4A15,UniProt SigP or TMHMM,0.45,True,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Cytosol,False,0,,
ENSG00000166979,EVA1C,GO CC high conf,0.65,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Cytosol,False,0,,
ENSG00000167178,ISLR2,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass membrane protein,False,0,,
ENSG00000167261,DPEP2,UniProt SigP or TMHMM,0.45,False,"uniprot:Membrane ; Lipid- anchor, GPI-anchor",False,0,,
ENSG00000167286,CD3D,Approved Drug,1.0,True,uniprot:Cell membrane; Single-pass type I membrane protein; HPA_main:Endoplasmic reticulum; HPA_main:Vesicles,False,16,IMC-GP100; EPCORITAMAB; MUROMONAB-CD3; FLOTETUZUMAB; CATUMAXOMAB; GLOFITAMAB,PHASE_2
ENSG00000167323,STIM1,GO CC high conf,0.65,True,"uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Endoplasmic reticulum membrane; Single-pass type I membrane protein; uniprot:Cytoplasm, cytoskeleton; uniprot:Sarcoplasmic reticulum; HPA_main:Endoplasmic reticulum",False,0,,
ENSG00000167332,OR51E2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Early endosome membrane ; Multi-pass membrane protein,False,0,,
ENSG00000167359,OR51I1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000167360,OR51Q1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000167434,CA4,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; HPA_main:Cytosol; HPA_additional:Vesicles",False,7,METHAZOLAMIDE; ETHOXZOLAMIDE; ACETAZOLAMIDE SODIUM; DICHLORPHENAMIDE; TOPIRAMATE; SULTHIAME,APPROVAL
ENSG00000167543,TP53I13,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein ; Extracellular side; uniprot:Cytoplasm,False,0,,
ENSG00000167601,AXL,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane; HPA_additional:Actin filaments; HPA_additional:Vesicles,False,7,BEMCENTINIB; NINGETINIB; BPI-9016; MECBOTAMAB VEDOTIN; ENAPOTAMAB VEDOTIN; GILTERITINIB,PHASE_3
ENSG00000167619,TMEM145,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000167642,SPINT2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cytoplasm; HPA_main:Golgi apparatus; HPA_additional:Vesicles,False,0,,
ENSG00000167653,PSCA,Advanced Clinical,0.9,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; HPA_main:Plasma membrane",False,1,MK-4721,PHASE_2
ENSG00000167656,LY6D,GO CC high conf,0.65,True,"uniprot:Cell membrane; Lipid-anchor, GPI-anchor",False,0,,
ENSG00000167664,TMIGD2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000167680,SEMA6B,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000167775,CD320,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000167822,OR8J3,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000167825,OR5I1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000167850,CD300C,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Golgi apparatus; HPA_additional:Mitochondria; HPA_additional:Vesicles,False,0,,
ENSG00000167851,CD300A,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane; HPA_additional:Cytosol; HPA_additional:Vesicles,False,0,,
ENSG00000167972,ABCA3,GO CC high conf,0.65,False,"uniprot:Endosome, multivesicular body membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle membrane; uniprot:Late endosome membrane; uniprot:Lysosome membrane; HPA_main:Nucleoplasm; HPA_main:Vesicles",False,0,,
ENSG00000168003,SLC3A2,UniProt loc high conf,0.7,True,uniprot:Apical cell membrane; uniprot:Cell membrane ; Single-pass type II membrane protein; uniprot:Cell junction; uniprot:Lysosome membrane; uniprot:Melanosome; uniprot:Basolateral cell membrane,False,0,,
ENSG00000168032,ENTPD3,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol,False,0,,
ENSG00000168060,NAALADL1,UniProt loc med conf,0.55,True,uniprot:Apical cell membrane ; Single-pass type II membrane protein; HPA_main:Cytosol,False,0,,
ENSG00000168065,SLC22A11,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Basal cell membrane ; Multi-pass membrane protein,False,1,PROBENECID,APPROVAL
ENSG00000168079,SCARA5,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type II membrane protein,False,0,,
ENSG00000168124,OR1F1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000168131,OR2B2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000168135,KCNJ4,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle membrane; HPA_main:Vesicles,False,0,,
ENSG00000168158,OR2C1,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000168229,PTGDR,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane,False,3,LAROPIPRANT; VIDUPIPRANT; ASAPIPRANT,PHASE_2
ENSG00000168263,KCNV2,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,6,AMIFAMPRIDINE PHOSPHATE; GUANIDINE HYDROCHLORIDE; AMIFAMPRIDINE; DALFAMPRIDINE; NERISPIRDINE; TEDISAMIL,PHASE_2
ENSG00000168329,CX3CR1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000168356,SCN11A,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,73,PRIMIDONE; PROPAFENONE; ESLICARBAZEPINE ACETATE; RALFINAMIDE; PHENYTOIN; AFACIFENACIN,PHASE_3
ENSG00000168389,MFSD2A,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane; HPA_additional:Cytoplasmic bodies,False,0,,
ENSG00000168398,BDKRB2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Cytokinetic bridge; HPA_additional:Vesicles,False,6,ICATIBANT; FASITIBANT CHLORIDE; LABRADIMIL; FASITIBANT; ICATIBANT ACETATE; ANATIBANT,PHASE_2
ENSG00000168447,SCNN1B,UniProt loc high conf,0.7,True,uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle membrane ; Multi-pass membrane protein,False,5,IDREVLORIDE; TRIAMTERENE; AMILORIDE; AMILORIDE HYDROCHLORIDE; COFIRASERSEN,PHASE_2
ENSG00000168509,HJV,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Lipid-anchor, GPI- anchor",False,0,,
ENSG00000168528,SERINC2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm,False,0,,
ENSG00000168546,GFRA2,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; HPA_main:Plasma membrane; HPA_additional:Vesicles",False,0,,
ENSG00000168575,SLC20A2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein,False,0,,
