cell_line,knockdown,n_cells,effect_l2,relative_effect,n_de_genes,on_target_residual,mean_cross_line_r
RPE1,UROD,250,2.7405,0.3454,2,0.0442,0.0806
RPE1,USF2,105,4.9843,0.6282,31,0.2006,0.1153
RPE1,USP10,78,6.2510,0.7879,23,0.0874,0.1482
RPE1,USP19,122,2.9923,0.3772,0,,0.0149
RPE1,USP36,9,16.6100,2.0936,1,0.0000,0.1373
RPE1,USP37,22,11.8930,1.4991,4,0.1447,0.1800
RPE1,USP39,61,4.3437,0.5475,2,0.5536,0.2738
RPE1,USP5,87,4.7694,0.6012,0,0.4545,0.1538
RPE1,USP7,88,5.9121,0.7452,4,0.5197,0.0600
RPE1,USP8,47,9.7416,1.2279,41,0.0568,0.1617
RPE1,USP9X,125,4.0344,0.5085,9,0.0953,0.0616
RPE1,USPL1,36,8.5468,1.0773,1,,0.2120
RPE1,UTP15,34,14.5140,1.8294,98,0.0000,0.3587
RPE1,UTP18,51,11.4375,1.4416,201,0.0998,0.2910
RPE1,UTP20,32,13.3869,1.6874,11,0.0467,0.3591
RPE1,UTP23,49,8.7767,1.1063,6,0.0592,0.3591
RPE1,UTP3,63,6.2016,0.7817,0,0.3392,0.2030
RPE1,UTP6,16,13.1577,1.6585,0,0.1371,0.2849
RPE1,UXS1,166,3.4559,0.4356,9,0.1647,0.1769
RPE1,UXT,64,8.2666,1.0420,111,0.0646,0.3808
RPE1,VARS,87,11.4765,1.4466,850,0.1802,0.5858
RPE1,VARS2,89,4.0503,0.5105,9,,0.0740
RPE1,VBP1,83,4.1927,0.5285,2,0.0898,0.0209
RPE1,VCP,30,11.3031,1.4247,94,0.6151,0.1323
RPE1,VEZT,111,3.4499,0.4348,3,0.0968,0.0081
RPE1,VHL,63,4.7648,0.6006,7,0.2992,0.0297
RPE1,VMP1,55,5.9565,0.7508,9,0.9119,0.2049
RPE1,VPS13D,97,5.4981,0.6930,8,0.1242,0.1949
RPE1,VPS18,80,5.2996,0.6680,29,,0.1196
RPE1,VPS25,108,5.1864,0.6537,53,0.0584,0.0106
RPE1,VPS28,51,12.3756,1.5599,323,0.0561,0.2980
RPE1,VPS29,98,4.1230,0.5197,1,0.0682,0.1522
RPE1,VPS33A,65,5.0889,0.6414,21,0.0580,0.0473
RPE1,VPS35,136,7.5026,0.9457,203,0.0924,0.2141
RPE1,VPS37A,144,3.0384,0.3830,1,0.1686,0.0234
RPE1,VPS37C,116,2.9327,0.3697,0,,-0.0002
RPE1,VPS41,136,2.6478,0.3337,5,0.2578,0.0908
RPE1,VPS51,48,6.2051,0.7821,3,0.0000,0.0088
RPE1,VPS54,232,3.1891,0.4020,0,,0.1007
RPE1,VPS72,89,7.6709,0.9669,319,0.0379,0.2474
RPE1,WAC,115,5.8391,0.7360,82,0.2065,0.1381
RPE1,WARS,61,8.0571,1.0156,114,0.1299,0.1596
RPE1,WBP1,56,4.5244,0.5703,1,0.0830,0.0097
RPE1,WBP11,84,4.0730,0.5134,0,0.4452,0.3160
RPE1,WBP1L,121,2.8246,0.3560,0,0.7026,-0.0070
RPE1,WDHD1,40,9.0163,1.1365,0,0.0000,0.2634
RPE1,WDR1,44,6.9167,0.8718,2,0.1863,0.1095
RPE1,WDR12,42,14.6613,1.8480,241,0.0422,0.2809
RPE1,WDR18,81,10.2309,1.2896,282,0.2693,0.2118
RPE1,WDR24,44,11.3746,1.4337,171,,0.1601
RPE1,WDR25,39,10.3960,1.3104,94,,0.2208
RPE1,WDR26,51,8.8659,1.1175,13,0.3466,0.1185
RPE1,WDR3,23,15.0112,1.8921,0,0.0000,0.3324
RPE1,WDR33,34,11.3198,1.4268,117,0.1053,0.2850
RPE1,WDR36,17,12.3981,1.5627,0,0.3476,0.2978
RPE1,WDR4,141,3.5721,0.4502,6,0.0408,0.0464
RPE1,WDR43,33,13.7962,1.7390,203,0.1439,0.3166
RPE1,WDR46,22,10.9293,1.3776,0,0.0602,0.3075
RPE1,WDR5,51,9.3543,1.1791,128,0.0622,0.3838
RPE1,WDR54,246,2.3372,0.2946,2,,0.0559
RPE1,WDR55,13,15.1557,1.9103,0,0.0000,0.0804
RPE1,WDR61,60,7.0834,0.8928,48,0.0259,0.3059
RPE1,WDR7,86,3.9075,0.4925,10,,0.1765
RPE1,WDR70,144,12.3054,1.5510,2630,0.3981,0.5049
RPE1,WDR74,36,3.9215,0.4943,0,0.9529,0.0746
RPE1,WDR75,18,14.3048,1.8031,13,0.2321,0.3196
RPE1,WDR77,111,5.9479,0.7497,60,0.1505,0.2437
RPE1,WDR82,15,10.1510,1.2795,22,0.1056,0.2196
RPE1,WDR83OS,100,3.9040,0.4921,3,0.0958,0.1038
RPE1,WDR92,11,10.7873,1.3597,2,0.0000,0.0234
RPE1,WDTC1,71,5.9206,0.7463,29,,0.2177
RPE1,WEE1,73,13.1995,1.6637,1272,0.1355,0.1149
RPE1,WNK1,109,4.3081,0.5430,15,0.0867,0.1069
RPE1,WTAP,384,5.5698,0.7020,1192,0.1270,0.3115
RPE1,XAB2,15,21.1906,2.6710,884,0.6373,0.3885
RPE1,XPO1,46,12.6834,1.5987,228,0.1331,0.2367
RPE1,XPO5,164,3.6175,0.4560,19,0.0506,0.1883
RPE1,XRCC1,107,3.4022,0.4288,2,0.1502,0.0194
RPE1,XRCC2,93,3.5373,0.4459,1,0.1051,0.0082
RPE1,XRCC3,65,6.6004,0.8320,54,,0.1431
RPE1,XRCC5,56,10.1527,1.2797,219,0.0457,0.4433
RPE1,XRCC6,74,11.1787,1.4090,474,0.0881,0.4258
RPE1,XRN1,51,7.5868,0.9563,209,0.0860,0.3531
RPE1,XRN2,19,12.5923,1.5872,3,0.0236,0.2246
RPE1,YARS,98,7.2809,0.9177,237,0.1969,0.3541
RPE1,YARS2,92,3.9693,0.5003,6,0.0855,0.1398
RPE1,YBX1,29,9.0011,1.1345,3,0.2035,0.1421
RPE1,YEATS2,72,8.1321,1.0250,86,0.1150,0.3724
RPE1,YEATS4,96,6.3592,0.8016,142,0.0380,0.2730
RPE1,YJEFN3,118,2.3330,0.2941,0,,0.0478
RPE1,YKT6,51,12.6614,1.5959,575,0.0000,0.2574
RPE1,YPEL1,77,3.6820,0.4641,0,,-0.0021
RPE1,YPEL5,75,4.5480,0.5733,7,,0.0733
RPE1,YRDC,281,2.4052,0.3032,9,0.1380,0.0789
RPE1,YTHDC1,205,9.4655,1.1931,1630,0.1547,0.1924
RPE1,YY1,86,5.4308,0.6845,13,0.3625,0.1721
RPE1,ZBTB11,15,10.6853,1.3468,4,0.0000,0.1581
RPE1,ZBTB17,95,3.2609,0.4110,6,,0.3084
RPE1,ZC3H18,66,8.6710,1.0929,407,0.1586,0.2025
RPE1,ZC3H8,4,21.5621,2.7178,21,0.0000,0.2104
RPE1,ZCCHC9,24,14.6221,1.8430,24,0.0000,0.3208
RPE1,ZCRB1,81,5.5425,0.6986,19,0.0431,0.2354
RPE1,ZFC3H1,85,7.8761,0.9927,111,0.0613,0.5045
RPE1,ZFP69B,283,2.0098,0.2533,1,,-0.0082
RPE1,ZMAT2,107,10.7449,1.3543,1186,0.1515,0.4891
RPE1,ZMAT5,50,9.3675,1.1807,46,0.0000,0.1508
RPE1,ZNF100,172,2.6472,0.3337,2,,-0.0022
RPE1,ZNF131,18,12.9678,1.6345,1,0.1141,0.0744
RPE1,ZNF133,200,2.3378,0.2947,0,,0.0175
RPE1,ZNF207,67,6.6492,0.8381,11,0.3915,0.2900
RPE1,ZNF236,102,9.3941,1.1841,357,,0.4196
RPE1,ZNF24,49,4.6715,0.5888,0,0.0472,0.0201
RPE1,ZNF253,158,2.5774,0.3249,1,,-0.0082
RPE1,ZNF284,127,2.8814,0.3632,0,,0.0121
RPE1,ZNF317,92,3.7825,0.4768,2,,0.0851
RPE1,ZNF335,47,14.3036,1.8029,617,,0.2093
RPE1,ZNF407,64,4.4578,0.5619,0,,0.0084
RPE1,ZNF468,103,3.2821,0.4137,0,,0.0449
RPE1,ZNF492,101,3.2764,0.4130,0,,0.0180
RPE1,ZNF506,104,3.9579,0.4989,19,,0.0404
RPE1,ZNF559,57,8.5780,1.0812,123,,0.2176
RPE1,ZNF574,84,3.8019,0.4792,1,,0.1465
RPE1,ZNF658,68,4.0497,0.5104,1,,-0.0133
RPE1,ZNF674,126,2.7498,0.3466,0,,0.0041
RPE1,ZNF676,38,6.1111,0.7703,0,,-0.0066
RPE1,ZNF687,112,3.4260,0.4318,5,,0.0248
RPE1,ZNF718,145,1.7724,0.2234,0,,-0.0100
RPE1,ZNF720,68,5.8300,0.7348,1,0.1582,0.0193
RPE1,ZNF763,111,3.5941,0.4530,4,,0.0014
RPE1,ZNF830,9,15.8397,1.9965,4,0.0000,0.2553
RPE1,ZNHIT2,81,9.6215,1.2127,246,0.0932,0.2415
RPE1,ZNHIT3,78,12.4037,1.5634,637,0.0450,0.1405
RPE1,ZNHIT6,21,14.0707,1.7735,0,0.0000,0.2726
RPE1,ZNRD1,26,13.3526,1.6830,4,0.0000,0.1954
RPE1,ZRANB2,54,5.1574,0.6501,4,0.0772,0.0802
RPE1,ZRSR2,217,3.6465,0.4596,20,,0.0581
RPE1,ZW10,63,7.3982,0.9325,120,0.0000,0.1240
RPE1,ZWINT,51,5.7663,0.7268,4,0.0336,0.1250
HepG2,AAAS,39,4.7876,0.8175,1,0.0498,0.0101
HepG2,AAMP,19,6.8542,1.1704,22,0.1520,0.1485
HepG2,AARS,53,11.1288,1.9003,981,0.0400,0.4720
HepG2,AARS2,24,5.5652,0.9503,5,0.0000,0.0655
HepG2,AASDHPPT,26,5.7702,0.9853,2,0.0544,0.0167
HepG2,AATF,51,10.2020,1.7420,749,0.0000,0.3450
HepG2,ABCB10,22,12.8729,2.1981,721,0.7305,0.3269
HepG2,ABCB7,71,4.7554,0.8120,15,0.0454,0.2595
HepG2,ABCE1,27,14.8589,2.5372,1404,0.2351,0.5283
HepG2,ABCF1,96,6.0854,1.0391,208,0.3425,0.4043
HepG2,ABCG1,57,4.2559,0.7267,0,,0.1483
HepG2,ABHD11,33,5.2019,0.8882,0,0.0000,0.0426
HepG2,ABHD17A,45,4.1746,0.7128,1,0.3988,0.0280
HepG2,ABT1,108,5.8163,0.9932,146,0.0678,0.2875
HepG2,ACD,20,5.4401,0.9289,0,0.2245,-0.0132
HepG2,ACIN1,78,3.4369,0.5869,0,0.5798,0.0435
HepG2,ACOT12,80,3.0717,0.5245,0,,0.0227
HepG2,ACTB,47,5.6184,0.9594,37,0.3292,0.1938
HepG2,ACTL6A,9,9.1263,1.5583,16,0.2932,0.1157
HepG2,ACTR10,25,7.7179,1.3179,101,0.3217,0.0439
HepG2,ACTR1A,39,4.6060,0.7865,0,0.9229,-0.0093
HepG2,ACTR1B,42,4.3900,0.7496,1,0.0000,0.0412
HepG2,ACTR2,79,3.2646,0.5574,1,0.2270,0.1211
HepG2,ACTR3,32,5.1192,0.8741,1,0.3667,0.0131
HepG2,ACTR6,51,5.2667,0.8993,10,0.0000,0.2597
HepG2,ACTR8,70,5.6340,0.9620,86,0.0000,0.3985
HepG2,ADAT2,29,5.4480,0.9303,0,,-0.0061
HepG2,ADAT3,119,2.7373,0.4674,1,,-0.0058
HepG2,ADRM1,49,4.2260,0.7216,1,0.1328,0.1261
HepG2,ADSL,26,5.4401,0.9289,2,0.2148,0.0275
HepG2,AFG3L2,36,6.1023,1.0420,39,0.1882,0.2159
HepG2,AHCTF1,64,4.8757,0.8325,15,0.2418,0.1328
HepG2,AHCY,19,7.1054,1.2133,14,0.0623,0.1197
HepG2,AIFM1,39,4.6993,0.8024,2,0.0507,0.0385
HepG2,AKIRIN2,92,3.6066,0.6158,1,0.2086,0.1514
HepG2,ALDOA,98,3.2093,0.5480,1,0.0382,0.2542
HepG2,ALG1,28,5.8622,1.0010,9,0.2866,0.0638
HepG2,ALG11,32,5.5826,0.9532,10,,0.2084
HepG2,ALG13,30,5.6322,0.9617,4,0.0000,0.1198
HepG2,ALG14,24,5.1226,0.8747,0,0.2141,0.0913
HepG2,ALG1L,70,3.5517,0.6065,0,,0.0597
HepG2,ALG2,42,5.7550,0.9827,36,0.1987,0.3805
HepG2,ALYREF,28,5.7876,0.9882,3,0.4522,0.0780
HepG2,ANAPC1,78,3.6955,0.6310,3,0.1356,0.0946
HepG2,ANAPC10,37,4.8646,0.8306,0,0.2773,0.0364
HepG2,ANAPC11,80,3.6184,0.6179,1,0.1228,0.0637
HepG2,ANAPC13,56,4.1742,0.7127,2,0.0792,0.1003
HepG2,ANAPC15,200,2.1085,0.3600,0,0.6313,-0.0260
HepG2,ANAPC2,56,5.1347,0.8768,11,,0.0906
HepG2,ANAPC4,22,7.6817,1.3117,65,0.0000,0.0958
HepG2,ANAPC5,61,4.9664,0.8480,23,0.0468,0.0435
HepG2,ANKLE2,102,2.8482,0.4863,1,0.2330,0.0813
HepG2,ANKRD11,102,3.1860,0.5440,1,0.1374,0.1933
HepG2,ANKRD49,42,4.3267,0.7388,1,,0.0450
HepG2,ANKS6,63,3.4897,0.5959,0,,-0.0033
HepG2,ANLN,12,8.2831,1.4144,20,0.2356,0.0594
HepG2,AP2M1,44,5.6260,0.9607,17,0.3130,0.1031
HepG2,AP2S1,14,9.6664,1.6506,152,0.0945,0.1769
HepG2,AQP7,56,4.0324,0.6885,3,,0.0439
HepG2,AQR,12,14.2967,2.4412,753,0.1931,0.3023
HepG2,ARCN1,94,8.2584,1.4101,839,0.3879,0.1861
HepG2,ARF4,25,7.3689,1.2583,57,0.0895,0.1017
HepG2,ARFRP1,40,4.1510,0.7088,0,0.3157,-0.0059
HepG2,ARGFX,48,4.0002,0.6830,1,,-0.0050
HepG2,ARGLU1,48,5.1768,0.8839,8,0.2166,0.2675
HepG2,ARHGAP11B,27,5.7407,0.9802,4,,0.0330
HepG2,ARID3A,32,6.0598,1.0347,40,,0.0280
HepG2,ARIH1,12,8.1647,1.3941,30,0.0000,0.0817
HepG2,ARL2,75,3.5882,0.6127,2,0.0852,0.1379
HepG2,ARL4D,39,4.3474,0.7423,1,,0.0050
HepG2,ARMC6,25,5.5150,0.9417,2,0.0757,0.0047
HepG2,ARMC7,66,4.2980,0.7339,7,,0.2152
HepG2,ARPC2,99,3.0354,0.5183,2,0.3974,0.1007
HepG2,ARPC3,43,4.3415,0.7413,1,0.3578,0.0549
HepG2,ARPC4,66,4.6204,0.7889,2,0.1069,0.2428
HepG2,ASF1B,46,4.7028,0.8030,2,0.0725,0.0276
HepG2,ATF4,23,6.2323,1.0642,9,0.1399,0.1015
HepG2,ATF5,52,9.3095,1.5896,602,0.0662,0.2486
HepG2,ATL2,22,6.8083,1.1625,33,0.1041,0.1146
HepG2,ATP1A1,27,5.7896,0.9886,18,0.2215,0.0566
HepG2,ATP2A2,74,4.0271,0.6876,4,0.2746,0.1273
HepG2,ATP6AP1,61,10.5853,1.8075,985,0.0588,0.2526
HepG2,ATP6AP2,128,8.0810,1.3798,729,0.0361,0.2772
HepG2,ATP6V0B,53,7.3799,1.2601,213,0.0326,0.3137
HepG2,ATP6V0C,63,8.7454,1.4933,574,0.2155,0.2411
HepG2,ATP6V0D1,56,3.8085,0.6503,2,0.1175,0.1043
HepG2,ATP6V1A,45,10.0971,1.7241,638,0.0992,0.3379
HepG2,ATP6V1B2,38,11.1678,1.9069,851,0.0000,0.4740
HepG2,ATP6V1C1,22,7.4279,1.2683,59,0.0000,0.1263
HepG2,ATP6V1D,36,4.3050,0.7351,0,0.3752,0.1018
HepG2,ATP6V1E1,34,5.6170,0.9591,7,0.2645,0.2336
HepG2,ATP6V1F,37,9.5975,1.6388,524,0.2087,0.1767
HepG2,ATP6V1G1,68,6.3601,1.0860,100,0.0623,0.2922
HepG2,ATP6V1H,62,6.9912,1.1938,207,0.0671,0.2746
HepG2,ATR,100,5.2529,0.8969,71,0.1421,0.2856
HepG2,ATRIP,41,5.7812,0.9871,26,,0.2607
HepG2,AURKA,114,3.2408,0.5534,1,0.0658,0.1271
HepG2,AURKAIP1,56,4.5209,0.7719,2,0.1425,0.1510
HepG2,AURKB,3,15.5585,2.6567,101,0.2241,0.1278
HepG2,BANF1,26,5.7821,0.9873,1,0.1086,0.1069
HepG2,BANP,57,3.9144,0.6684,3,0.1668,0.1446
HepG2,BAP1,100,4.5688,0.7801,8,0.0638,0.1748
HepG2,BARD1,50,4.5541,0.7776,1,0.1604,0.0481
HepG2,BCAR1,346,1.6967,0.2897,0,,0.0285
HepG2,BCAS2,8,11.0286,1.8832,104,0.0000,0.2691
HepG2,BCL2L1,119,2.6041,0.4447,0,0.6994,0.0328
HepG2,BCLAF1,38,5.1575,0.8807,4,0.0373,0.1425
HepG2,BCR,42,4.6071,0.7867,5,0.0707,0.0139
HepG2,BCS1L,38,4.7562,0.8121,0,0.2838,0.0129
HepG2,BDP1,33,9.8362,1.6796,530,0.2918,0.3025
HepG2,BET1,36,5.6434,0.9636,16,0.0000,0.1958
HepG2,BGLAP,20,7.8501,1.3404,72,,0.1823
HepG2,BIRC5,8,11.3089,1.9310,86,0.0762,0.1192
HepG2,BMS1,114,8.4519,1.4432,674,0.1149,0.3107
HepG2,BNIP1,17,9.2341,1.5767,205,0.0000,0.3188
HepG2,BOP1,126,6.7361,1.1502,287,0.3552,0.1278
HepG2,BORA,56,4.0346,0.6889,1,,0.0872
HepG2,BPTF,242,3.5887,0.6128,19,0.1117,0.1365
HepG2,BRCA1,47,5.7994,0.9903,38,0.0594,0.1676
HepG2,BRCA2,115,3.4990,0.5975,4,0.0310,0.2298
HepG2,BRD4,24,5.6373,0.9626,1,0.8380,0.0125
HepG2,BRD8,21,6.3828,1.0899,2,0.3059,0.1581
HepG2,BRF1,63,4.2624,0.7278,1,,0.2272
HepG2,BRF2,46,4.1302,0.7052,1,,0.0578
HepG2,BRIP1,58,3.8896,0.6642,0,0.0000,0.0574
HepG2,BRIX1,102,8.3448,1.4249,644,0.1652,0.3067
HepG2,BRK1,28,5.8577,1.0002,2,0.0227,0.0824
HepG2,BTF3,212,3.2204,0.5499,3,0.2055,0.4076
HepG2,BTF3L4,81,3.2764,0.5594,2,0.1102,0.1009
HepG2,BUB1,67,3.7153,0.6344,1,0.1085,0.1548
HepG2,BUB1B,103,3.0106,0.5141,0,0.1166,0.1280
HepG2,BUB3,30,5.3370,0.9113,1,0.2718,0.1438
HepG2,BUD13,28,9.8312,1.6787,507,0.3472,0.5093
HepG2,BUD31,32,7.1470,1.2204,112,0.3692,0.2054
HepG2,BYSL,42,13.0843,2.2342,1140,0.0365,0.2556
HepG2,C12orf45,54,10.3478,1.7669,694,0.0000,0.3054
HepG2,C12orf60,34,5.7080,0.9747,11,,0.1754
HepG2,C14orf178,125,11.4068,1.9477,2048,,0.5689
HepG2,C16orf86,59,3.6040,0.6154,0,,-0.0026
HepG2,C17orf58,56,4.2556,0.7267,2,0.0000,0.1234
HepG2,C19orf25,38,5.9039,1.0081,38,0.0477,0.1265
HepG2,C19orf53,36,5.3469,0.9130,5,0.1003,0.0739
HepG2,C1D,29,5.1057,0.8718,2,0.0226,0.0177
HepG2,C1QBP,32,6.1765,1.0546,26,0.2238,0.2487
HepG2,C1QTNF4,43,4.1077,0.7014,0,,0.0276
HepG2,C1orf109,80,3.2392,0.5531,0,0.4015,0.0055
HepG2,C6orf15,50,4.4985,0.7681,2,,0.0062
HepG2,C7orf26,216,3.7221,0.6356,26,0.0983,0.3615
HepG2,C7orf50,26,5.3503,0.9136,5,0.5720,0.0262
HepG2,C9orf16,72,3.6911,0.6303,2,0.0127,0.1266
HepG2,C9orf78,48,4.8580,0.8295,4,0.1375,0.1369
HepG2,CA5A,62,3.6408,0.6217,0,,-0.0042
HepG2,CACNB3,75,3.4471,0.5886,0,,0.0078
HepG2,CACTIN,39,15.1897,2.5937,2054,,0.4552
HepG2,CADM4,79,3.2323,0.5519,0,,0.0053
HepG2,CAMLG,26,6.0679,1.0361,18,0.0451,0.1422
HepG2,CAP1,21,6.0822,1.0385,2,0.1835,0.0452
HepG2,CAPZB,13,8.5320,1.4569,47,0.1782,0.2287
HepG2,CARS,26,7.8384,1.3384,137,0.3179,0.2473
HepG2,CASP8AP2,20,7.8285,1.3367,60,0.3153,0.2244
HepG2,CBLL1,21,7.1680,1.2239,32,0.0000,0.2739
HepG2,CBLN1,60,4.0596,0.6932,3,,0.1741
HepG2,CBX1,51,3.8745,0.6616,1,0.0416,0.0781
HepG2,CCAR1,33,5.3929,0.9208,12,0.1607,0.1701
HepG2,CCDC115,69,3.3867,0.5783,1,0.1011,0.0246
HepG2,CCDC130,145,2.6322,0.4495,1,0.5708,0.1652
HepG2,CCDC137,25,6.2424,1.0659,10,0.0260,0.1041
HepG2,CCDC144A,31,4.8735,0.8322,3,,0.0066
HepG2,CCDC144NL,80,3.3184,0.5666,0,,0.0070
HepG2,CCDC174,43,5.6829,0.9704,30,0.0000,0.2740
HepG2,CCDC59,127,3.4964,0.5970,1,0.1848,0.2309
HepG2,CCDC78,198,2.1091,0.3601,2,,0.0965
HepG2,CCDC84,21,7.0444,1.2028,24,0.0000,0.2983
HepG2,CCDC86,35,11.2297,1.9175,648,0.1287,0.3059
HepG2,CCNA2,17,8.4188,1.4375,82,0.1047,0.0891
HepG2,CCNB1,43,5.0088,0.8553,3,0.0437,0.0709
HepG2,CCND1,40,5.1450,0.8785,2,,0.0523
HepG2,CCNH,98,4.1971,0.7167,11,0.1743,0.3812
HepG2,CCNK,96,3.3896,0.5788,1,0.5885,0.2045
HepG2,CCNL1,33,5.0016,0.8540,3,0.2202,0.1099
HepG2,CCP110,44,4.4410,0.7583,0,0.2512,-0.0289
HepG2,CCT2,73,10.0739,1.7201,903,0.1241,0.2736
HepG2,CCT3,49,11.5874,1.9786,1009,0.0682,0.2613
HepG2,CCT4,87,7.9661,1.3602,450,0.0859,0.3095
HepG2,CCT5,44,9.6866,1.6540,543,0.0769,0.1981
HepG2,CCT6A,96,9.0104,1.5385,758,0.0998,0.2638
HepG2,CCT7,111,8.5606,1.4617,714,0.0413,0.3064
HepG2,CCT8,68,5.6601,0.9665,49,0.1942,0.2207
HepG2,CD2BP2,32,5.3995,0.9220,7,0.0394,0.1351
HepG2,CD3EAP,91,8.2567,1.4098,558,0.0875,0.2300
HepG2,CD8B,79,3.0208,0.5158,0,,0.0047
HepG2,CDAN1,48,4.4462,0.7592,1,,0.1323
HepG2,CDC123,52,5.1520,0.8797,34,0.0848,0.2760
HepG2,CDC16,49,6.3019,1.0761,76,0.1978,0.1947
HepG2,CDC20,75,3.7695,0.6437,1,0.1976,0.0713
HepG2,CDC23,23,6.7094,1.1456,16,0.1203,0.1315
HepG2,CDC26,30,7.1535,1.2215,62,0.0915,0.0807
HepG2,CDC27,9,10.4421,1.7830,67,0.3238,0.0791
HepG2,CDC37,44,4.5944,0.7845,1,1.0000,0.0825
HepG2,CDC40,4,17.9541,3.0657,406,0.0000,0.2198
HepG2,CDC42,118,3.9480,0.6741,21,0.0235,0.1620
HepG2,CDC45,32,5.6279,0.9610,5,0.2036,0.0330
HepG2,CDC5L,27,11.7786,2.0112,904,0.1556,0.4806
HepG2,CDC6,72,7.8988,1.3487,436,0.1687,0.3380
HepG2,CDC7,13,9.1809,1.5677,64,,0.1469
HepG2,CDC73,66,5.9158,1.0101,88,0.4009,0.4349
HepG2,CDCA5,93,4.4158,0.7540,13,0.5176,0.1878
HepG2,CDIPT,54,3.9435,0.6734,1,0.0710,0.0195
HepG2,CDK1,139,6.3965,1.0922,296,0.1126,0.4917
HepG2,CDK11A,26,5.6385,0.9628,0,0.2297,0.0160
HepG2,CDK2,79,3.5267,0.6022,0,0.1006,0.1443
HepG2,CDK7,18,7.4463,1.2715,19,0.4736,0.1315
HepG2,CDK9,68,5.1171,0.8738,26,0.3557,0.2469
HepG2,CDT1,99,6.5211,1.1135,250,0.0479,0.2484
HepG2,CEBPZ,132,8.9838,1.5340,793,0.1015,0.2798
HepG2,CENPA,44,4.2353,0.7232,0,0.4078,0.0128
HepG2,CENPC,34,5.4935,0.9380,7,0.0000,0.1854
HepG2,CENPE,15,9.6140,1.6416,176,0.0923,0.1302
HepG2,CENPH,30,5.6460,0.9641,1,0.0510,0.0567
HepG2,CENPI,17,8.2827,1.4143,44,,0.0850
HepG2,CENPJ,92,7.8948,1.3480,438,0.1259,0.2402
HepG2,CENPK,99,3.0388,0.5189,2,0.1326,0.2439
HepG2,CENPN,41,5.0765,0.8668,5,0.1536,0.0503
HepG2,CENPT,70,4.3631,0.7450,5,0.1279,0.0692
HepG2,CENPW,44,5.4704,0.9341,11,0.1175,0.1545
HepG2,CEP152,20,6.1572,1.0514,5,0.2335,0.0320
HepG2,CEP192,28,5.7715,0.9855,7,0.5907,0.0936
HepG2,CEP68,37,4.7742,0.8152,0,,0.0118
HepG2,CEP85,57,3.9093,0.6675,0,,0.0203
HepG2,CEP97,39,4.6080,0.7868,1,,-0.0188
HepG2,CFDP1,52,4.5704,0.7804,0,0.5912,0.0774
HepG2,CFL1,34,5.0575,0.8636,4,0.1239,0.1375
HepG2,CHAF1A,28,7.8852,1.3464,129,0.0811,0.1992
HepG2,CHAF1B,54,7.5733,1.2932,281,0.1674,0.3658
HepG2,CHCHD1,39,4.6294,0.7905,3,0.0716,0.0299
HepG2,CHCHD2,37,4.6458,0.7933,2,0.0945,0.1677
HepG2,CHCHD4,63,7.6527,1.3067,317,0.1587,0.3714
HepG2,CHD4,38,6.5537,1.1191,88,0.2036,0.2032
HepG2,CHEK1,65,5.4546,0.9314,42,0.1792,0.1491
HepG2,CHERP,96,5.3137,0.9073,93,0.3193,0.4303
HepG2,CHMP1A,13,8.4422,1.4415,46,0.1088,0.1313
HepG2,CHMP2A,15,10.0635,1.7184,250,0.6890,0.1498
HepG2,CHMP3,3,15.2688,2.6072,61,0.0000,0.2143
HepG2,CHMP4B,37,5.6532,0.9653,9,0.2386,0.0768
HepG2,CHMP5,30,5.4626,0.9328,2,0.0356,0.0424
HepG2,CHMP6,67,10.3887,1.7739,904,0.0592,0.5122
HepG2,CHMP7,31,5.3550,0.9144,5,0.1195,0.0492
HepG2,CHORDC1,57,4.2556,0.7267,2,0.1605,0.0757
HepG2,CHTF18,95,2.9310,0.5005,0,,0.1136
HepG2,CHTF8,14,7.5668,1.2921,27,,0.0840
HepG2,CHTOP,41,4.3768,0.7474,1,0.1919,0.0518
HepG2,CIAO1,78,3.7158,0.6345,2,0.1732,0.0871
HepG2,CIAPIN1,99,6.1893,1.0568,187,0.0368,0.3415
HepG2,CINP,24,8.7474,1.4936,174,0.2480,0.2024
HepG2,CKAP5,60,3.6885,0.6298,1,0.7032,-0.0005
HepG2,CLASRP,152,3.4017,0.5809,10,0.1157,0.2154
HepG2,CLCC1,28,5.6210,0.9598,7,0.1512,0.0124
HepG2,CLK2,16,7.4377,1.2700,23,,0.0226
HepG2,CLNS1A,10,10.7589,1.8371,121,0.2300,0.2828
HepG2,CLP1,18,11.2887,1.9276,550,,0.2448
HepG2,CLSPN,26,9.6455,1.6470,328,0.2976,0.1667
HepG2,CLTC,19,8.6007,1.4686,93,0.3102,0.2498
HepG2,CMPK1,64,3.8044,0.6496,2,0.1549,0.0479
HepG2,CMTR1,59,5.1546,0.8802,6,0.1725,0.4871
HepG2,CNIH4,30,5.1557,0.8803,2,0.0485,0.0440
HepG2,CNN2,75,3.1707,0.5414,2,0.0933,0.0376
HepG2,CNOT1,62,8.9916,1.5353,878,0.1551,0.5172
HepG2,CNOT2,37,7.2308,1.2347,141,0.3204,0.4353
HepG2,CNOT3,21,8.1079,1.3844,104,0.3542,0.4193
HepG2,COA5,47,5.0450,0.8614,4,0.1145,0.0860
HepG2,COASY,37,4.1466,0.7080,1,0.1599,0.0909
HepG2,COG1,55,4.0211,0.6866,0,0.1292,0.1140
