group,cell_type,perturbation,is_vehicle,product_name,dose,target,pathway,n_cells,total_umi
K562|Thiotepa__10000.0,K562,Thiotepa__10000.0,False,Thiotepa,10000.0,Others,Others,271,424272
K562|Tie2 kinase inhibitor__10.0,K562,Tie2 kinase inhibitor__10.0,False,Tie2 kinase inhibitor,10.0,Tie-2,Protein Tyrosine Kinase,256,312225
K562|Tie2 kinase inhibitor__100.0,K562,Tie2 kinase inhibitor__100.0,False,Tie2 kinase inhibitor,100.0,Tie-2,Protein Tyrosine Kinase,227,296352
K562|Tie2 kinase inhibitor__1000.0,K562,Tie2 kinase inhibitor__1000.0,False,Tie2 kinase inhibitor,1000.0,Tie-2,Protein Tyrosine Kinase,277,369985
K562|Tie2 kinase inhibitor__10000.0,K562,Tie2 kinase inhibitor__10000.0,False,Tie2 kinase inhibitor,10000.0,Tie-2,Protein Tyrosine Kinase,257,336320
K562|Tofacitinib (CP-690550) Citrate__10.0,K562,Tofacitinib (CP-690550) Citrate__10.0,False,Tofacitinib (CP-690550) Citrate,10.0,JAK,JAK/STAT,266,330352
K562|Tofacitinib (CP-690550) Citrate__100.0,K562,Tofacitinib (CP-690550) Citrate__100.0,False,Tofacitinib (CP-690550) Citrate,100.0,JAK,JAK/STAT,227,270533
K562|Tofacitinib (CP-690550) Citrate__1000.0,K562,Tofacitinib (CP-690550) Citrate__1000.0,False,Tofacitinib (CP-690550) Citrate,1000.0,JAK,JAK/STAT,209,260811
K562|Tofacitinib (CP-690550) Citrate__10000.0,K562,Tofacitinib (CP-690550) Citrate__10000.0,False,Tofacitinib (CP-690550) Citrate,10000.0,JAK,JAK/STAT,212,291492
K562|Toremifene Citrate__10.0,K562,Toremifene Citrate__10.0,False,Toremifene Citrate,10.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,215,301396
K562|Toremifene Citrate__100.0,K562,Toremifene Citrate__100.0,False,Toremifene Citrate,100.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,269,349033
K562|Toremifene Citrate__1000.0,K562,Toremifene Citrate__1000.0,False,Toremifene Citrate,1000.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,287,423352
K562|Toremifene Citrate__10000.0,K562,Toremifene Citrate__10000.0,False,Toremifene Citrate,10000.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,141,177313
"K562|Tozasertib (VX-680, MK-0457)__10.0",K562,"Tozasertib (VX-680, MK-0457)__10.0",False,"Tozasertib (VX-680, MK-0457)",10.0,Aurora Kinase,Cell Cycle,201,272899
"K562|Tozasertib (VX-680, MK-0457)__100.0",K562,"Tozasertib (VX-680, MK-0457)__100.0",False,"Tozasertib (VX-680, MK-0457)",100.0,Aurora Kinase,Cell Cycle,124,243572
"K562|Tozasertib (VX-680, MK-0457)__1000.0",K562,"Tozasertib (VX-680, MK-0457)__1000.0",False,"Tozasertib (VX-680, MK-0457)",1000.0,Aurora Kinase,Cell Cycle,91,136020
"K562|Tozasertib (VX-680, MK-0457)__10000.0",K562,"Tozasertib (VX-680, MK-0457)__10000.0",False,"Tozasertib (VX-680, MK-0457)",10000.0,Aurora Kinase,Cell Cycle,111,168393
K562|Trametinib (GSK1120212)__10.0,K562,Trametinib (GSK1120212)__10.0,False,Trametinib (GSK1120212),10.0,MEK,MAPK,135,140310
K562|Trametinib (GSK1120212)__100.0,K562,Trametinib (GSK1120212)__100.0,False,Trametinib (GSK1120212),100.0,MEK,MAPK,146,164336
K562|Trametinib (GSK1120212)__1000.0,K562,Trametinib (GSK1120212)__1000.0,False,Trametinib (GSK1120212),1000.0,MEK,MAPK,167,185356
K562|Trametinib (GSK1120212)__10000.0,K562,Trametinib (GSK1120212)__10000.0,False,Trametinib (GSK1120212),10000.0,MEK,MAPK,155,196140
K562|Tranylcypromine (2-PCPA) HCl__10.0,K562,Tranylcypromine (2-PCPA) HCl__10.0,False,Tranylcypromine (2-PCPA) HCl,10.0,MAO,Epigenetics,225,291725
K562|Tranylcypromine (2-PCPA) HCl__100.0,K562,Tranylcypromine (2-PCPA) HCl__100.0,False,Tranylcypromine (2-PCPA) HCl,100.0,MAO,Epigenetics,188,247530
K562|Tranylcypromine (2-PCPA) HCl__1000.0,K562,Tranylcypromine (2-PCPA) HCl__1000.0,False,Tranylcypromine (2-PCPA) HCl,1000.0,MAO,Epigenetics,229,274982
K562|Tranylcypromine (2-PCPA) HCl__10000.0,K562,Tranylcypromine (2-PCPA) HCl__10000.0,False,Tranylcypromine (2-PCPA) HCl,10000.0,MAO,Epigenetics,219,264732
K562|Triamcinolone Acetonide__10.0,K562,Triamcinolone Acetonide__10.0,False,Triamcinolone Acetonide,10.0,Glucocorticoid Receptor,Metabolism,253,355353
K562|Triamcinolone Acetonide__100.0,K562,Triamcinolone Acetonide__100.0,False,Triamcinolone Acetonide,100.0,Glucocorticoid Receptor,Metabolism,232,321054
K562|Triamcinolone Acetonide__1000.0,K562,Triamcinolone Acetonide__1000.0,False,Triamcinolone Acetonide,1000.0,Glucocorticoid Receptor,Metabolism,282,389478
K562|Triamcinolone Acetonide__10000.0,K562,Triamcinolone Acetonide__10000.0,False,Triamcinolone Acetonide,10000.0,Glucocorticoid Receptor,Metabolism,278,382727
K562|Trichostatin A (TSA)__10.0,K562,Trichostatin A (TSA)__10.0,False,Trichostatin A (TSA),10.0,HDAC,Others,222,287355
K562|Trichostatin A (TSA)__100.0,K562,Trichostatin A (TSA)__100.0,False,Trichostatin A (TSA),100.0,HDAC,Others,206,255293
K562|Trichostatin A (TSA)__1000.0,K562,Trichostatin A (TSA)__1000.0,False,Trichostatin A (TSA),1000.0,HDAC,Others,182,207149
K562|Trichostatin A (TSA)__10000.0,K562,Trichostatin A (TSA)__10000.0,False,Trichostatin A (TSA),10000.0,HDAC,Others,79,75078
K562|Tubastatin A HCl__10.0,K562,Tubastatin A HCl__10.0,False,Tubastatin A HCl,10.0,HDAC,Epigenetics,239,288226
K562|Tubastatin A HCl__100.0,K562,Tubastatin A HCl__100.0,False,Tubastatin A HCl,100.0,HDAC,Epigenetics,183,281115
K562|Tubastatin A HCl__1000.0,K562,Tubastatin A HCl__1000.0,False,Tubastatin A HCl,1000.0,HDAC,Epigenetics,219,268550
K562|Tubastatin A HCl__10000.0,K562,Tubastatin A HCl__10000.0,False,Tubastatin A HCl,10000.0,HDAC,Epigenetics,208,236316
K562|Tucidinostat (Chidamide)__10.0,K562,Tucidinostat (Chidamide)__10.0,False,Tucidinostat (Chidamide),10.0,HDAC,Epigenetics,218,257961
K562|Tucidinostat (Chidamide)__100.0,K562,Tucidinostat (Chidamide)__100.0,False,Tucidinostat (Chidamide),100.0,HDAC,Epigenetics,151,181981
K562|Tucidinostat (Chidamide)__1000.0,K562,Tucidinostat (Chidamide)__1000.0,False,Tucidinostat (Chidamide),1000.0,HDAC,Epigenetics,149,184496
K562|Tucidinostat (Chidamide)__10000.0,K562,Tucidinostat (Chidamide)__10000.0,False,Tucidinostat (Chidamide),10000.0,HDAC,Epigenetics,119,126749
K562|UNC0379__10.0,K562,UNC0379__10.0,False,UNC0379,10.0,Histone Methyltransferase,Epigenetics,223,263677
K562|UNC0379__100.0,K562,UNC0379__100.0,False,UNC0379,100.0,Histone Methyltransferase,Epigenetics,236,289697
K562|UNC0379__1000.0,K562,UNC0379__1000.0,False,UNC0379,1000.0,Histone Methyltransferase,Epigenetics,219,256093
K562|UNC0379__10000.0,K562,UNC0379__10000.0,False,UNC0379,10000.0,Histone Methyltransferase,Epigenetics,163,167509
K562|UNC0631__10.0,K562,UNC0631__10.0,False,UNC0631,10.0,Histone Methyltransferase,Epigenetics,248,329637
K562|UNC0631__100.0,K562,UNC0631__100.0,False,UNC0631,100.0,Histone Methyltransferase,Epigenetics,209,243455
K562|UNC0631__1000.0,K562,UNC0631__1000.0,False,UNC0631,1000.0,Histone Methyltransferase,Epigenetics,188,244714
K562|UNC0631__10000.0,K562,UNC0631__10000.0,False,UNC0631,10000.0,Histone Methyltransferase,Epigenetics,196,241385
K562|UNC1999__10.0,K562,UNC1999__10.0,False,UNC1999,10.0,Histone Methyltransferase,Epigenetics,224,272914
K562|UNC1999__100.0,K562,UNC1999__100.0,False,UNC1999,100.0,Histone Methyltransferase,Epigenetics,207,228570
K562|UNC1999__1000.0,K562,UNC1999__1000.0,False,UNC1999,1000.0,Histone Methyltransferase,Epigenetics,199,252058
K562|UNC1999__10000.0,K562,UNC1999__10000.0,False,UNC1999,10000.0,Histone Methyltransferase,Epigenetics,184,221959
K562|Valproic acid sodium salt (Sodium valproate)__10.0,K562,Valproic acid sodium salt (Sodium valproate)__10.0,False,Valproic acid sodium salt (Sodium valproate),10.0,"GABA Receptor,HDAC,Autophagy",Neuronal Signaling,230,280664
K562|Valproic acid sodium salt (Sodium valproate)__100.0,K562,Valproic acid sodium salt (Sodium valproate)__100.0,False,Valproic acid sodium salt (Sodium valproate),100.0,"GABA Receptor,HDAC,Autophagy",Neuronal Signaling,183,247731
K562|Valproic acid sodium salt (Sodium valproate)__1000.0,K562,Valproic acid sodium salt (Sodium valproate)__1000.0,False,Valproic acid sodium salt (Sodium valproate),1000.0,"GABA Receptor,HDAC,Autophagy",Neuronal Signaling,232,303294
K562|Valproic acid sodium salt (Sodium valproate)__10000.0,K562,Valproic acid sodium salt (Sodium valproate)__10000.0,False,Valproic acid sodium salt (Sodium valproate),10000.0,"GABA Receptor,HDAC,Autophagy",Neuronal Signaling,249,313685
K562|Vandetanib (ZD6474)__10.0,K562,Vandetanib (ZD6474)__10.0,False,Vandetanib (ZD6474),10.0,VEGFR,Protein Tyrosine Kinase,202,259622
K562|Vandetanib (ZD6474)__100.0,K562,Vandetanib (ZD6474)__100.0,False,Vandetanib (ZD6474),100.0,VEGFR,Protein Tyrosine Kinase,218,292507
K562|Vandetanib (ZD6474)__1000.0,K562,Vandetanib (ZD6474)__1000.0,False,Vandetanib (ZD6474),1000.0,VEGFR,Protein Tyrosine Kinase,210,259585
K562|Vandetanib (ZD6474)__10000.0,K562,Vandetanib (ZD6474)__10000.0,False,Vandetanib (ZD6474),10000.0,VEGFR,Protein Tyrosine Kinase,70,73359
K562|Veliparib (ABT-888)__10.0,K562,Veliparib (ABT-888)__10.0,False,Veliparib (ABT-888),10.0,PARP,DNA Damage,264,343186
K562|Veliparib (ABT-888)__100.0,K562,Veliparib (ABT-888)__100.0,False,Veliparib (ABT-888),100.0,PARP,DNA Damage,241,330810
K562|Veliparib (ABT-888)__1000.0,K562,Veliparib (ABT-888)__1000.0,False,Veliparib (ABT-888),1000.0,PARP,DNA Damage,226,283688
K562|Veliparib (ABT-888)__10000.0,K562,Veliparib (ABT-888)__10000.0,False,Veliparib (ABT-888),10000.0,PARP,DNA Damage,250,342729
K562|WHI-P154__10.0,K562,WHI-P154__10.0,False,WHI-P154,10.0,"EGFR,JAK",JAK/STAT,224,273991
K562|WHI-P154__100.0,K562,WHI-P154__100.0,False,WHI-P154,100.0,"EGFR,JAK",JAK/STAT,239,289160
K562|WHI-P154__1000.0,K562,WHI-P154__1000.0,False,WHI-P154,1000.0,"EGFR,JAK",JAK/STAT,236,300431
K562|WHI-P154__10000.0,K562,WHI-P154__10000.0,False,WHI-P154,10000.0,"EGFR,JAK",JAK/STAT,177,197857
K562|WP1066__10.0,K562,WP1066__10.0,False,WP1066,10.0,JAK,JAK/STAT,222,279999
K562|WP1066__100.0,K562,WP1066__100.0,False,WP1066,100.0,JAK,JAK/STAT,215,279178
K562|WP1066__1000.0,K562,WP1066__1000.0,False,WP1066,1000.0,JAK,JAK/STAT,207,241891
K562|WP1066__10000.0,K562,WP1066__10000.0,False,WP1066,10000.0,JAK,JAK/STAT,205,237859
K562|XAV-939__10.0,K562,XAV-939__10.0,False,XAV-939,10.0,Wnt/beta-catenin,Stem Cells &  Wnt,157,192293
K562|XAV-939__100.0,K562,XAV-939__100.0,False,XAV-939,100.0,Wnt/beta-catenin,Stem Cells &  Wnt,196,245394
K562|XAV-939__1000.0,K562,XAV-939__1000.0,False,XAV-939,1000.0,Wnt/beta-catenin,Stem Cells &  Wnt,252,344809
K562|XAV-939__10000.0,K562,XAV-939__10000.0,False,XAV-939,10000.0,Wnt/beta-catenin,Stem Cells &  Wnt,167,207524
K562|YM155 (Sepantronium Bromide)__10.0,K562,YM155 (Sepantronium Bromide)__10.0,False,YM155 (Sepantronium Bromide),10.0,Survivin,Apoptosis,205,280647
K562|YM155 (Sepantronium Bromide)__100.0,K562,YM155 (Sepantronium Bromide)__100.0,False,YM155 (Sepantronium Bromide),100.0,Survivin,Apoptosis,157,200009
K562|YM155 (Sepantronium Bromide)__1000.0,K562,YM155 (Sepantronium Bromide)__1000.0,False,YM155 (Sepantronium Bromide),1000.0,Survivin,Apoptosis,104,132120
K562|YM155 (Sepantronium Bromide)__10000.0,K562,YM155 (Sepantronium Bromide)__10000.0,False,YM155 (Sepantronium Bromide),10000.0,Survivin,Apoptosis,87,107666
K562|ZM 447439__10.0,K562,ZM 447439__10.0,False,ZM 447439,10.0,Aurora Kinase,Cell Cycle,225,302610
K562|ZM 447439__100.0,K562,ZM 447439__100.0,False,ZM 447439,100.0,Aurora Kinase,Cell Cycle,213,235798
K562|ZM 447439__1000.0,K562,ZM 447439__1000.0,False,ZM 447439,1000.0,Aurora Kinase,Cell Cycle,196,346029
K562|ZM 447439__10000.0,K562,ZM 447439__10000.0,False,ZM 447439,10000.0,Aurora Kinase,Cell Cycle,203,444508
K562|Zileuton__10.0,K562,Zileuton__10.0,False,Zileuton,10.0,Lipoxygenase,Metabolism,204,266726
K562|Zileuton__100.0,K562,Zileuton__100.0,False,Zileuton,100.0,Lipoxygenase,Metabolism,248,326050
K562|Zileuton__1000.0,K562,Zileuton__1000.0,False,Zileuton,1000.0,Lipoxygenase,Metabolism,230,293326
K562|Zileuton__10000.0,K562,Zileuton__10000.0,False,Zileuton,10000.0,Lipoxygenase,Metabolism,251,347404
K562|vehicle,K562,vehicle,True,Vehicle,0.0,Vehicle,Vehicle,3421,4386349
MCF7|(+)-JQ1__10.0,MCF7,(+)-JQ1__10.0,False,(+)-JQ1,10.0,Epigenetic Reader Domain,Epigenetics,405,1490214
MCF7|(+)-JQ1__100.0,MCF7,(+)-JQ1__100.0,False,(+)-JQ1,100.0,Epigenetic Reader Domain,Epigenetics,356,1203799
MCF7|(+)-JQ1__1000.0,MCF7,(+)-JQ1__1000.0,False,(+)-JQ1,1000.0,Epigenetic Reader Domain,Epigenetics,509,1105436
MCF7|(+)-JQ1__10000.0,MCF7,(+)-JQ1__10000.0,False,(+)-JQ1,10000.0,Epigenetic Reader Domain,Epigenetics,475,1094376
MCF7|2-Methoxyestradiol (2-MeOE2)__10.0,MCF7,2-Methoxyestradiol (2-MeOE2)__10.0,False,2-Methoxyestradiol (2-MeOE2),10.0,HIF,Angiogenesis,428,1552357
MCF7|2-Methoxyestradiol (2-MeOE2)__100.0,MCF7,2-Methoxyestradiol (2-MeOE2)__100.0,False,2-Methoxyestradiol (2-MeOE2),100.0,HIF,Angiogenesis,328,1150011
MCF7|2-Methoxyestradiol (2-MeOE2)__1000.0,MCF7,2-Methoxyestradiol (2-MeOE2)__1000.0,False,2-Methoxyestradiol (2-MeOE2),1000.0,HIF,Angiogenesis,534,1798915
MCF7|2-Methoxyestradiol (2-MeOE2)__10000.0,MCF7,2-Methoxyestradiol (2-MeOE2)__10000.0,False,2-Methoxyestradiol (2-MeOE2),10000.0,HIF,Angiogenesis,273,942114
MCF7|A-366__10.0,MCF7,A-366__10.0,False,A-366,10.0,Histone Methyltransferase,Epigenetics,501,1705280
MCF7|A-366__100.0,MCF7,A-366__100.0,False,A-366,100.0,Histone Methyltransferase,Epigenetics,378,1196517
MCF7|A-366__1000.0,MCF7,A-366__1000.0,False,A-366,1000.0,Histone Methyltransferase,Epigenetics,385,1405858
MCF7|A-366__10000.0,MCF7,A-366__10000.0,False,A-366,10000.0,Histone Methyltransferase,Epigenetics,431,1405605
MCF7|ABT-737__10.0,MCF7,ABT-737__10.0,False,ABT-737,10.0,Bcl-2,Apoptosis,390,1542380
MCF7|ABT-737__100.0,MCF7,ABT-737__100.0,False,ABT-737,100.0,Bcl-2,Apoptosis,281,970220
MCF7|ABT-737__1000.0,MCF7,ABT-737__1000.0,False,ABT-737,1000.0,Bcl-2,Apoptosis,263,1141495
MCF7|ABT-737__10000.0,MCF7,ABT-737__10000.0,False,ABT-737,10000.0,Bcl-2,Apoptosis,346,1310237
MCF7|AC480 (BMS-599626)__10.0,MCF7,AC480 (BMS-599626)__10.0,False,AC480 (BMS-599626),10.0,"EGFR,HER2",Protein Tyrosine Kinase,396,1615470
MCF7|AC480 (BMS-599626)__100.0,MCF7,AC480 (BMS-599626)__100.0,False,AC480 (BMS-599626),100.0,"EGFR,HER2",Protein Tyrosine Kinase,523,2163051
MCF7|AC480 (BMS-599626)__1000.0,MCF7,AC480 (BMS-599626)__1000.0,False,AC480 (BMS-599626),1000.0,"EGFR,HER2",Protein Tyrosine Kinase,445,1551945
MCF7|AC480 (BMS-599626)__10000.0,MCF7,AC480 (BMS-599626)__10000.0,False,AC480 (BMS-599626),10000.0,"EGFR,HER2",Protein Tyrosine Kinase,316,1156213
MCF7|AG-14361__10.0,MCF7,AG-14361__10.0,False,AG-14361,10.0,PARP,DNA Damage,482,1768819
MCF7|AG-14361__100.0,MCF7,AG-14361__100.0,False,AG-14361,100.0,PARP,DNA Damage,541,1815844
MCF7|AG-14361__1000.0,MCF7,AG-14361__1000.0,False,AG-14361,1000.0,PARP,DNA Damage,449,1638539
MCF7|AG-14361__10000.0,MCF7,AG-14361__10000.0,False,AG-14361,10000.0,PARP,DNA Damage,421,1615947
MCF7|AG-490 (Tyrphostin B42)__10.0,MCF7,AG-490 (Tyrphostin B42)__10.0,False,AG-490 (Tyrphostin B42),10.0,EGFR,Protein Tyrosine Kinase,444,1557359
MCF7|AG-490 (Tyrphostin B42)__100.0,MCF7,AG-490 (Tyrphostin B42)__100.0,False,AG-490 (Tyrphostin B42),100.0,EGFR,Protein Tyrosine Kinase,505,1585275
MCF7|AG-490 (Tyrphostin B42)__1000.0,MCF7,AG-490 (Tyrphostin B42)__1000.0,False,AG-490 (Tyrphostin B42),1000.0,EGFR,Protein Tyrosine Kinase,422,1373545
MCF7|AG-490 (Tyrphostin B42)__10000.0,MCF7,AG-490 (Tyrphostin B42)__10000.0,False,AG-490 (Tyrphostin B42),10000.0,EGFR,Protein Tyrosine Kinase,482,1793615
MCF7|AICAR (Acadesine)__10.0,MCF7,AICAR (Acadesine)__10.0,False,AICAR (Acadesine),10.0,AMPK,PI3K/Akt/mTOR,535,2014571
MCF7|AICAR (Acadesine)__100.0,MCF7,AICAR (Acadesine)__100.0,False,AICAR (Acadesine),100.0,AMPK,PI3K/Akt/mTOR,508,1953688
MCF7|AICAR (Acadesine)__1000.0,MCF7,AICAR (Acadesine)__1000.0,False,AICAR (Acadesine),1000.0,AMPK,PI3K/Akt/mTOR,385,1654566
MCF7|AICAR (Acadesine)__10000.0,MCF7,AICAR (Acadesine)__10000.0,False,AICAR (Acadesine),10000.0,AMPK,PI3K/Akt/mTOR,394,1570873
MCF7|AMG-900__10.0,MCF7,AMG-900__10.0,False,AMG-900,10.0,Aurora Kinase,Cell Cycle,386,1746925
MCF7|AMG-900__100.0,MCF7,AMG-900__100.0,False,AMG-900,100.0,Aurora Kinase,Cell Cycle,375,1893764
MCF7|AMG-900__1000.0,MCF7,AMG-900__1000.0,False,AMG-900,1000.0,Aurora Kinase,Cell Cycle,344,1735319
MCF7|AMG-900__10000.0,MCF7,AMG-900__10000.0,False,AMG-900,10000.0,Aurora Kinase,Cell Cycle,394,1607253
MCF7|AR-42__10.0,MCF7,AR-42__10.0,False,AR-42,10.0,HDAC,Epigenetics,469,1493970
MCF7|AR-42__100.0,MCF7,AR-42__100.0,False,AR-42,100.0,HDAC,Epigenetics,472,1498664
MCF7|AR-42__1000.0,MCF7,AR-42__1000.0,False,AR-42,1000.0,HDAC,Epigenetics,429,1555501
MCF7|AR-42__10000.0,MCF7,AR-42__10000.0,False,AR-42,10000.0,HDAC,Epigenetics,439,1366292
MCF7|AT9283__10.0,MCF7,AT9283__10.0,False,AT9283,10.0,"Aurora Kinase,Bcr-Abl,JAK",JAK/STAT,316,1353999
MCF7|AT9283__100.0,MCF7,AT9283__100.0,False,AT9283,100.0,"Aurora Kinase,Bcr-Abl,JAK",JAK/STAT,180,809490
MCF7|AT9283__1000.0,MCF7,AT9283__1000.0,False,AT9283,1000.0,"Aurora Kinase,Bcr-Abl,JAK",JAK/STAT,147,774671
MCF7|AT9283__10000.0,MCF7,AT9283__10000.0,False,AT9283,10000.0,"Aurora Kinase,Bcr-Abl,JAK",JAK/STAT,281,1089260
MCF7|AZ 960__10.0,MCF7,AZ 960__10.0,False,AZ 960,10.0,JAK,JAK/STAT,603,1742283
MCF7|AZ 960__100.0,MCF7,AZ 960__100.0,False,AZ 960,100.0,JAK,JAK/STAT,518,1673376
MCF7|AZ 960__1000.0,MCF7,AZ 960__1000.0,False,AZ 960,1000.0,JAK,JAK/STAT,380,1234909
MCF7|AZ 960__10000.0,MCF7,AZ 960__10000.0,False,AZ 960,10000.0,JAK,JAK/STAT,254,1199256
MCF7|AZD1480__10.0,MCF7,AZD1480__10.0,False,AZD1480,10.0,JAK,JAK/STAT,455,1629340
MCF7|AZD1480__100.0,MCF7,AZD1480__100.0,False,AZD1480,100.0,JAK,JAK/STAT,487,1544921
MCF7|AZD1480__1000.0,MCF7,AZD1480__1000.0,False,AZD1480,1000.0,JAK,JAK/STAT,331,1160575
MCF7|AZD1480__10000.0,MCF7,AZD1480__10000.0,False,AZD1480,10000.0,JAK,JAK/STAT,200,865009
MCF7|Abexinostat (PCI-24781)__10.0,MCF7,Abexinostat (PCI-24781)__10.0,False,Abexinostat (PCI-24781),10.0,HDAC,Cytoskeletal Signaling,448,1376122
MCF7|Abexinostat (PCI-24781)__100.0,MCF7,Abexinostat (PCI-24781)__100.0,False,Abexinostat (PCI-24781),100.0,HDAC,Cytoskeletal Signaling,408,1088502
MCF7|Abexinostat (PCI-24781)__1000.0,MCF7,Abexinostat (PCI-24781)__1000.0,False,Abexinostat (PCI-24781),1000.0,HDAC,Cytoskeletal Signaling,391,996709
MCF7|Abexinostat (PCI-24781)__10000.0,MCF7,Abexinostat (PCI-24781)__10000.0,False,Abexinostat (PCI-24781),10000.0,HDAC,Cytoskeletal Signaling,488,1273574
MCF7|Alendronate sodium trihydrate__10.0,MCF7,Alendronate sodium trihydrate__10.0,False,Alendronate sodium trihydrate,10.0,Others,Others,404,1596214
MCF7|Alendronate sodium trihydrate__100.0,MCF7,Alendronate sodium trihydrate__100.0,False,Alendronate sodium trihydrate,100.0,Others,Others,197,902512
MCF7|Alendronate sodium trihydrate__1000.0,MCF7,Alendronate sodium trihydrate__1000.0,False,Alendronate sodium trihydrate,1000.0,Others,Others,168,790316
MCF7|Alendronate sodium trihydrate__10000.0,MCF7,Alendronate sodium trihydrate__10000.0,False,Alendronate sodium trihydrate,10000.0,Others,Others,311,1226094
MCF7|Alisertib (MLN8237)__10.0,MCF7,Alisertib (MLN8237)__10.0,False,Alisertib (MLN8237),10.0,Aurora Kinase,Cell Cycle,387,1468235
MCF7|Alisertib (MLN8237)__100.0,MCF7,Alisertib (MLN8237)__100.0,False,Alisertib (MLN8237),100.0,Aurora Kinase,Cell Cycle,239,968238
MCF7|Alisertib (MLN8237)__1000.0,MCF7,Alisertib (MLN8237)__1000.0,False,Alisertib (MLN8237),1000.0,Aurora Kinase,Cell Cycle,285,1394558
MCF7|Alisertib (MLN8237)__10000.0,MCF7,Alisertib (MLN8237)__10000.0,False,Alisertib (MLN8237),10000.0,Aurora Kinase,Cell Cycle,234,890567
MCF7|Altretamine__10.0,MCF7,Altretamine__10.0,False,Altretamine,10.0,DNA alkylator,DNA Damage,460,1648490
MCF7|Altretamine__100.0,MCF7,Altretamine__100.0,False,Altretamine,100.0,DNA alkylator,DNA Damage,464,1577931
MCF7|Altretamine__1000.0,MCF7,Altretamine__1000.0,False,Altretamine,1000.0,DNA alkylator,DNA Damage,380,1459914
MCF7|Altretamine__10000.0,MCF7,Altretamine__10000.0,False,Altretamine,10000.0,DNA alkylator,DNA Damage,352,1261212
MCF7|Alvespimycin (17-DMAG) HCl__10.0,MCF7,Alvespimycin (17-DMAG) HCl__10.0,False,Alvespimycin (17-DMAG) HCl,10.0,HSP (e.g. HSP90),Cytoskeletal Signaling,372,1413423
MCF7|Alvespimycin (17-DMAG) HCl__100.0,MCF7,Alvespimycin (17-DMAG) HCl__100.0,False,Alvespimycin (17-DMAG) HCl,100.0,HSP (e.g. HSP90),Cytoskeletal Signaling,236,1095883
MCF7|Alvespimycin (17-DMAG) HCl__1000.0,MCF7,Alvespimycin (17-DMAG) HCl__1000.0,False,Alvespimycin (17-DMAG) HCl,1000.0,HSP (e.g. HSP90),Cytoskeletal Signaling,214,928825
MCF7|Aminoglutethimide __10.0,MCF7,Aminoglutethimide __10.0,False,Aminoglutethimide ,10.0,Aromatase,Endocrinology & Hormones,454,1715699
MCF7|Aminoglutethimide __100.0,MCF7,Aminoglutethimide __100.0,False,Aminoglutethimide ,100.0,Aromatase,Endocrinology & Hormones,344,1322538
MCF7|Aminoglutethimide __1000.0,MCF7,Aminoglutethimide __1000.0,False,Aminoglutethimide ,1000.0,Aromatase,Endocrinology & Hormones,293,1261847
MCF7|Aminoglutethimide __10000.0,MCF7,Aminoglutethimide __10000.0,False,Aminoglutethimide ,10000.0,Aromatase,Endocrinology & Hormones,497,1858587
MCF7|Amisulpride__10.0,MCF7,Amisulpride__10.0,False,Amisulpride,10.0,Dopamine Receptor,Neuronal Signaling,423,1548348
MCF7|Amisulpride__100.0,MCF7,Amisulpride__100.0,False,Amisulpride,100.0,Dopamine Receptor,Neuronal Signaling,335,1455908
MCF7|Amisulpride__1000.0,MCF7,Amisulpride__1000.0,False,Amisulpride,1000.0,Dopamine Receptor,Neuronal Signaling,301,1166233
MCF7|Amisulpride__10000.0,MCF7,Amisulpride__10000.0,False,Amisulpride,10000.0,Dopamine Receptor,Neuronal Signaling,432,1773227
MCF7|Anacardic Acid__10.0,MCF7,Anacardic Acid__10.0,False,Anacardic Acid,10.0,Histone Acetyltransferase,Epigenetics,567,2129799
MCF7|Anacardic Acid__100.0,MCF7,Anacardic Acid__100.0,False,Anacardic Acid,100.0,Histone Acetyltransferase,Epigenetics,466,1582791
MCF7|Anacardic Acid__1000.0,MCF7,Anacardic Acid__1000.0,False,Anacardic Acid,1000.0,Histone Acetyltransferase,Epigenetics,476,1758466
MCF7|Anacardic Acid__10000.0,MCF7,Anacardic Acid__10000.0,False,Anacardic Acid,10000.0,Histone Acetyltransferase,Epigenetics,468,1536675
MCF7|Andarine__10.0,MCF7,Andarine__10.0,False,Andarine,10.0,Androgen Receptor,Endocrinology & Hormones,447,1803723
MCF7|Andarine__100.0,MCF7,Andarine__100.0,False,Andarine,100.0,Androgen Receptor,Endocrinology & Hormones,347,1173029
MCF7|Andarine__1000.0,MCF7,Andarine__1000.0,False,Andarine,1000.0,Androgen Receptor,Endocrinology & Hormones,349,1319507
MCF7|Andarine__10000.0,MCF7,Andarine__10000.0,False,Andarine,10000.0,Androgen Receptor,Endocrinology & Hormones,493,1840489
