Interacting Partner,Gene Name,Protein Name,Subcellular Locality,AF_Score,RF_Score,DCA_Score,confident,Function,pdb
P22626,HNRNPA2B1,Heterogeneous nuclear ribonucleoproteins A2/B1,"Cytoplasm, Nucleus, Secreted, Spliceosome",0.04272,0.2009,0.196,Not confident,"Host-virus interaction, mRNA processing, mRNA splicing, mRNA transport, Ribonucleoprotein, RNA-binding, Transport",none
O75351,VPS4B,Vacuolar protein sorting-associated protein 4B,"Endosome, Membrane",0.0427,0.11224,0.171,Not confident,"Cell cycle, Cell division, Hydrolase, Protein transport, Transport",none
Q8NEB7,ACRBP,Acrosin-binding protein,"Cytoplasmic vesicle, Secreted",0.0427,0.1114,0.022,Not confident,NA,none
P27695,APEX1,DNA repair nuclease/redox regulator APEX1,"Cytoplasm, Endoplasmic reticulum, Mitochondrion, Nucleus",0.04257,0.272,0.208,Not confident,"Activator, DNA damage, DNA recombination, DNA repair, DNA-binding, Endonuclease, Exonuclease, Hydrolase, Nuclease, Repressor, RNA-binding, Transcription, Transcription regulation",none
P31321,PRKAR1B,cAMP-dependent protein kinase type I-beta regulatory subunit,"Cell membrane, Membrane",0.04257,0.1421,0.182,Not confident,NA,none
P62424,RPL7A,Large ribosomal subunit protein eL8,Cytoplasm,0.0425,0.2656,0.171,Not confident,"Ribonucleoprotein, Ribosomal protein",none
Q9BW60,ELOVL1,Very long chain fatty acid elongase 1,"Endoplasmic reticulum, Membrane",0.04248,0.152,0.184,Not confident,"Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Transferase",none
Q9UHR6,ZNHIT2,Zinc finger HIT domain-containing protein 2,NA,0.04245,0.354,0.17,Not confident,NA,none
P46094,XCR1,Chemokine XC receptor 1,"Cell membrane, Membrane",0.0424,0.2576,0.127,Not confident,"G-protein coupled receptor, Receptor, Transducer",none
Q5SY16,NOL9,Polynucleotide 5'-hydroxyl-kinase NOL9,Nucleus,0.0424,0.1887,0.246,Not confident,"Kinase, RNA-binding, rRNA processing, Transferase",none
P48507,GCLM,Glutamate--cysteine ligase regulatory subunit,NA,0.0424,0.1704,0.165,Not confident,Glutathione biosynthesis,none
Q86U44,METTL3,N6-adenosine-methyltransferase catalytic subunit,"Cytoplasm, Nucleus",0.0424,0.157,0.118,Not confident,"Biological rhythms, Differentiation, DNA damage, Immunity, Innate immunity, Methyltransferase, Oogenesis, RNA-binding, Spermatogenesis, Transferase",none
O95563,MPC2,Mitochondrial pyruvate carrier 2,"Membrane, Mitochondrion, Mitochondrion inner membrane",0.0424,0.0961,0.17,Not confident,Transport,none
Q8IX01,SUGP2,SURP and G-patch domain-containing protein 2,Nucleus,0.04236,0.1543,0.049,Not confident,"mRNA processing, mRNA splicing",none
P57772,EEFSEC,Selenocysteine-specific elongation factor,"Cytoplasm, Nucleus",0.04236,0.1532,0.15,Not confident,"Hydrolase, Protein biosynthesis",none
P29016,CD1B,T-cell surface glycoprotein CD1b,"Cell membrane, Endosome, Lysosome, Membrane",0.04233,0.1952,0.039,Not confident,"Adaptive immunity, Immunity",none
Q9GZQ3,COMMD5,COMM domain-containing protein 5,"Cytoplasm, Nucleus",0.0423,0.347,0.101,Not confident,"Transcription, Transcription regulation, Ubl conjugation pathway",none
P04629,NTRK1,High affinity nerve growth factor receptor,"Cell membrane, Endosome, Membrane",0.0423,0.2454,0.205,Not confident,"Developmental protein, Differentiation, Kinase, Neurogenesis, Receptor, Transferase, Tyrosine-protein kinase",none
Q14141,SEPTIN6,Septin-6,"Cell projection, Centromere, Chromosome, Cilium, Cytoplasm, Cytoskeleton, Flagellum, Kinetochore",0.0423,0.1925,0.126,Not confident,"Cell cycle, Cell division, Differentiation, Host-virus interaction, Spermatogenesis",none
P09038,FGF2,Fibroblast growth factor 2,"Nucleus, Secreted",0.0423,0.1252,0.093,Not confident,"Angiogenesis, Developmental protein, Differentiation, Growth factor, Heparin-binding, Mitogen",none
Q6IQ20,NAPEPLD,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,"Endosome, Golgi apparatus, Membrane, Nucleus",0.04227,0.3901,0.182,Not confident,"Hydrolase, Lipid degradation, Lipid metabolism, Phospholipid degradation, Phospholipid metabolism",none
P15918,RAG1,V(D)J recombination-activating protein 1,Nucleus,0.04227,0.3477,0.074,Not confident,"Chromatin regulator, DNA recombination, DNA-binding, Endonuclease, Hydrolase, Multifunctional enzyme, Nuclease, Transferase, Ubl conjugation pathway",none
P62314,SNRPD1,Small nuclear ribonucleoprotein Sm D1,"Cytoplasm, Nucleus, Spliceosome",0.04227,0.0937,0.157,Not confident,"mRNA processing, mRNA splicing, Ribonucleoprotein",none
O60636,TSPAN2,Tetraspanin-2,Membrane,0.04224,0.2456,0.155,Not confident,NA,none
P60866,RPS20,Small ribosomal subunit protein uS10,Cytoplasm,0.0422,0.0697,0.13,Not confident,"Ribonucleoprotein, Ribosomal protein",none
Q6QNY1,BLOC1S2,Biogenesis of lysosome-related organelles complex 1 subunit 2,"Cytoplasm, Cytoskeleton, Lysosome, Membrane",0.04214,0.3408,0.128,Not confident,NA,none
Q92820,GGH,Gamma-glutamyl hydrolase,"Lysosome, Secreted",0.0421,0.354,0.157,Not confident,Hydrolase,none
P40200,CD96,T-cell surface protein tactile,Membrane,0.0421,0.3179,0.041,Not confident,Cell adhesion,none
P15170,GSPT1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,NA,0.04208,0.10284,0.155,Not confident,"Hydrolase, Nonsense-mediated mRNA decay, Protein biosynthesis",none
P48549,KCNJ3,G protein-activated inward rectifier potassium channel 1,Membrane,0.04205,0.338,0.127,Not confident,"Ion channel, Ion transport, Potassium transport, Transport, Voltage-gated channel",none
Q68CZ1,RPGRIP1L,Protein fantom,"Cell junction, Cell projection, Cilium, Cytoplasm, Cytoskeleton, Tight junction",0.04205,0.2764,0.135,Not confident,NA,none
P30542,ADORA1,Adenosine receptor A1,"Cell membrane, Membrane",0.04205,0.243,0.128,Not confident,"G-protein coupled receptor, Receptor, Transducer",none
P57737,CORO7,Coronin-7,"Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane",0.042,0.497,0.147,Not confident,"Actin-binding, Protein transport, Transport",none
P55789,GFER,FAD-linked sulfhydryl oxidase ALR,"Cytoplasm, Mitochondrion, Secreted",0.042,0.2642,0.248,Not confident,"Growth factor, Oxidoreductase",none
P14210,HGF,Hepatocyte growth factor,NA,0.042,0.1891,0.098,Not confident,"Growth factor, Serine protease homolog",none
P27635,RPL10,Large ribosomal subunit protein uL16,Cytoplasm,0.04196,0.349,0.177,Not confident,"Developmental protein, Ribonucleoprotein, Ribosomal protein, Translation regulation",none
Q02413,DSG1,Desmoglein-1,"Cell junction, Cell membrane, Cytoplasm, Membrane, Nucleus",0.04196,0.3223,0.173,Not confident,Cell adhesion,none
O75146,HIP1R,Huntingtin-interacting protein 1-related protein,"Cytoplasm, Cytoplasmic vesicle, Membrane",0.04196,0.256,0.18,Not confident,"Actin-binding, Endocytosis",none
Q9BQ24,ZFYVE21,Zinc finger FYVE domain-containing protein 21,"Cell junction, Cytoplasmic vesicle, Endosome",0.04196,0.191,0.121,Not confident,NA,none
P11142,HSPA8,Heat shock cognate 71 kDa protein,"Cell membrane, Cytoplasm, Lysosome, Membrane, Nucleus, Spliceosome",0.04196,0.1553,0.113,Not confident,"Autophagy, Chaperone, Host-virus interaction, Hydrolase, mRNA processing, mRNA splicing, Repressor, Stress response, Transcription, Transcription regulation",none
Q9NYT0,PLEK2,Pleckstrin-2,"Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Membrane",0.04196,0.12256,0.079,Not confident,NA,none
O75116,ROCK2,Rho-associated protein kinase 2,"Cell membrane, Cytoplasm, Cytoskeleton, Membrane, Nucleus",0.04193,0.1968,0.134,Not confident,"Biological rhythms, Kinase, Serine/threonine-protein kinase, Transferase",none
Q6P1L8,MRPL14,Large ribosomal subunit protein uL14m,Mitochondrion,0.0419,0.3054,0.144,Not confident,"Ribonucleoprotein, Ribosomal protein",none
Q30201,HFE,Hereditary hemochromatosis protein,"Cell membrane, Membrane",0.04187,0.1405,0.065,Not confident,"Ion transport, Iron transport, Transport",none
Q9UHA4,LAMTOR3,Ragulator complex protein LAMTOR3,"Endosome, Membrane",0.04187,0.12024,0.118,Not confident,NA,none
Q9Y673,ALG5,Dolichyl-phosphate beta-glucosyltransferase,"Endoplasmic reticulum, Membrane",0.0418,0.3806,0.215,Not confident,"Glycosyltransferase, Transferase",none
P80370,DLK1,Protein delta homolog 1,"Cytoplasm, Membrane",0.0418,0.2323,0.162,Not confident,NA,none
Q96QV6,H2AC1,Histone H2A type 1-A,"Chromosome, Nucleosome core, Nucleus",0.0418,0.08984,0.147,Not confident,DNA-binding,none
Q9UBU7,DBF4,Protein DBF4 homolog A,Nucleus,0.04178,0.3052,0.124,Not confident,"Cell cycle, DNA replication",none
P54920,NAPA,Alpha-soluble NSF attachment protein,"Cell membrane, Membrane",0.04178,0.2235,0.167,Not confident,"ER-Golgi transport, Protein transport, Transport",none
Q8IXL7,MSRB3,Methionine-R-sulfoxide reductase B3,"Endoplasmic reticulum, Mitochondrion",0.04175,0.4495,0.226,Not confident,Oxidoreductase,none
Q8IXJ9,ASXL1,Polycomb group protein ASXL1,Nucleus,0.04175,0.1223,0.093,Not confident,"Chromatin regulator, Repressor, Transcription, Transcription regulation, Ubl conjugation pathway",none
P24347,MMP11,Stromelysin-3,"Extracellular matrix, Secreted",0.0417,0.266,0.144,Not confident,"Collagen degradation, Hydrolase, Metalloprotease, Protease",none
Q9Y219,JAG2,Protein jagged-2,Membrane,0.0417,0.2583,0.144,Not confident,"Developmental protein, Notch signaling pathway",none
C9J202,ALG1L2,Putative glycosyltransferase ALG1L2,NA,0.0417,0.1113,0.253,Not confident,"Glycosyltransferase, Transferase",none
Q16849,PTPRN,Receptor-type tyrosine-protein phosphatase-like N,"Cell membrane, Cell projection, Cytoplasmic vesicle, Endosome, Membrane, Nucleus, Synapse",0.04166,0.3298,0.106,Not confident,"Receptor, Transcription, Transcription regulation",none
O43405,COCH,Cochlin,"Extracellular matrix, Secreted",0.04166,0.1799,0.092,Not confident,Hearing,none
P36894,BMPR1A,Bone morphogenetic protein receptor type-1A,"Cell membrane, Membrane",0.04163,0.2367,0.216,Not confident,"Kinase, Receptor, Serine/threonine-protein kinase, Transferase",none
O75940,SMNDC1,Survival of motor neuron-related-splicing factor 30,"Nucleus, Spliceosome",0.04163,0.1617,0.182,Not confident,"Apoptosis, mRNA processing, mRNA splicing",none
A6NMS7,LRRC37A,Leucine-rich repeat-containing protein 37A,Membrane,0.04163,0.1433,0.054,Not confident,NA,none
Q92625,ANKS1A,Ankyrin repeat and SAM domain-containing protein 1A,"Cell projection, Cytoplasm",0.0416,0.1952,0.123,Not confident,NA,none
P35227,PCGF2,Polycomb group RING finger protein 2,Nucleus,0.04156,0.403,0.141,Not confident,"DNA-binding, Repressor, Transcription, Transcription regulation",none
Q13207,TBX2,T-box transcription factor TBX2,Nucleus,0.04156,0.2627,0.115,Not confident,"Developmental protein, DNA-binding, Transcription, Transcription regulation",none
P50225,SULT1A1,Sulfotransferase 1A1,Cytoplasm,0.04156,0.1504,0.16,Not confident,"Catecholamine metabolism, Lipid metabolism, Steroid metabolism, Transferase",none
P23280,CA6,Carbonic anhydrase 6,Secreted,0.04153,0.3308,0.194,Not confident,Lyase,none
Q9Y467,SALL2,Sal-like protein 2,Nucleus,0.04153,0.277,0.127,Not confident,"DNA-binding, Transcription, Transcription regulation",none
Q13258,PTGDR,Prostaglandin D2 receptor,"Cell membrane, Membrane",0.0415,0.4375,0.113,Not confident,"G-protein coupled receptor, Mast cell degranulation, Receptor, Transducer",none
Q9HB21,PLEKHA1,Pleckstrin homology domain-containing family A member 1,"Cell membrane, Cytoplasm, Membrane, Nucleus",0.0415,0.12036,0.121,Not confident,NA,none
Q5VTE0,EEF1A1P5,Putative elongation factor 1-alpha-like 3,Cytoplasm,0.0415,0.1149,0.123,Not confident,"Elongation factor, Protein biosynthesis",none
Q9Y5Z6,B3GALT1,"Beta-1,3-galactosyltransferase 1","Golgi apparatus, Membrane",0.04147,0.4844,0.161,Not confident,"Glycosyltransferase, Lipid metabolism, Transferase",none
P62906,RPL10A,Large ribosomal subunit protein uL1,Cytoplasm,0.04147,0.2334,0.18,Not confident,"Ribonucleoprotein, Ribosomal protein",none
P15309,ACP3,Prostatic acid phosphatase,"Amyloid, Cell membrane, Cytoplasm, Lysosome, Membrane, Nucleus, Secreted",0.04144,0.3809,0.199,Not confident,"Hydrolase, Lipid metabolism",none
Q70E73,RAPH1,Ras-associated and pleckstrin homology domains-containing protein 1,"Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Membrane",0.04144,0.2349,0.115,Not confident,NA,none
Q9Y535,POLR3H,DNA-directed RNA polymerase III subunit RPC8,"DNA-directed RNA polymerase, Nucleus",0.0414,0.1871,0.203,Not confident,"Antiviral defense, Immunity, Innate immunity, Transcription",none
P36952,SERPINB5,Serpin B5,Secreted,0.04138,0.2563,0.181,Not confident,NA,none
Q9NRG7,SDR39U1,Epimerase family protein SDR39U1,NA,0.04135,0.1796,0.155,Not confident,Oxidoreductase,none
Q8N0S6,CENPL,Centromere protein L,"Centromere, Chromosome, Nucleus",0.04135,0.1381,0.076,Not confident,NA,none
P62249,RPS16,Small ribosomal subunit protein uS9,"Cytoplasm, Nucleus",0.04135,0.1134,0.175,Not confident,"Ribonucleoprotein, Ribosomal protein",none
Q16831,UPP1,Uridine phosphorylase 1,NA,0.04132,0.2482,0.134,Not confident,"Glycosyltransferase, Transferase",none
Q9UH03,SEPTIN3,Neuronal-specific septin-3,"Cytoplasm, Cytoskeleton, Synapse",0.0413,0.247,0.154,Not confident,"Cell cycle, Cell division",none
Q7KZF4,SND1,Staphylococcal nuclease domain-containing protein 1,"Cytoplasm, Nucleus",0.04126,0.796,0.187,Not confident,"Endonuclease, Host-virus interaction, Hydrolase, Nuclease, Transcription, Transcription regulation",none
Q9BQA1,WDR77,Methylosome protein WDR77,"Cytoplasm, Nucleus",0.04126,0.2014,0.153,Not confident,NA,none
P33947,KDELR2,ER lumen protein-retaining receptor 2,"Cytoplasmic vesicle, Endoplasmic reticulum, Golgi apparatus, Membrane",0.04123,0.269,0.2,Not confident,"ER-Golgi transport, Protein transport, Receptor, Transport",none
O95396,MOCS3,Adenylyltransferase and sulfurtransferase MOCS3,Cytoplasm,0.04123,0.2285,0.222,Not confident,"Molybdenum cofactor biosynthesis, Multifunctional enzyme, Transferase, tRNA processing",none
Q07817,BCL2L1,Bcl-2-like protein 1,"Cytoplasm, Cytoplasmic vesicle, Cytoskeleton, Membrane, Mitochondrion, Mitochondrion inner membrane, Mitochondrion outer membrane, Nucleus, Synapse",0.0412,0.1565,0.117,Not confident,"Apoptosis, Endocytosis",none
P06127,CD5,T-cell surface glycoprotein CD5,"Cell membrane, Membrane",0.04114,0.3958,0.05,Not confident,NA,none
P35052,GPC1,Glypican-1,"Cell membrane, Endosome, Membrane, Secreted",0.04108,0.152,0.125,Not confident,NA,none
Q6AWC2,WWC2,Protein WWC2,Cytoplasm,0.04102,0.2944,0.12,Not confident,"Repressor, Transcription, Transcription regulation",none
Q9UQF2,MAPK8IP1,C-Jun-amino-terminal kinase-interacting protein 1,"Cytoplasm, Endoplasmic reticulum, Membrane, Mitochondrion, Nucleus",0.04102,0.1642,0.099,Not confident,NA,none
Q9NS23,RASSF1,Ras association domain-containing protein 1,"Cytoplasm, Cytoskeleton, Microtubule, Nucleus",0.041,0.3745,0.097,Not confident,Cell cycle,none
Q05066,SRY,Sex-determining region Y protein,"Cytoplasm, Nucleus",0.041,0.2664,0.143,Not confident,"Activator, Calmodulin-binding, Differentiation, DNA-binding, Repressor, Sexual differentiation, Transcription, Transcription regulation",none
Q9UQ49,NEU3,Sialidase-3,"Cell membrane, Endosome, Lysosome, Membrane",0.04095,0.1512,0.082,Not confident,"Carbohydrate metabolism, Glycosidase, Hydrolase, Lipid degradation, Lipid metabolism",none
P30414,NKTR,NK-tumor recognition protein,"Cell membrane, Membrane",0.04092,0.1687,0.146,Not confident,"Isomerase, Rotamase",none
Q9GZR7,DDX24,ATP-dependent RNA helicase DDX24,NA,0.04092,0.1511,0.224,Not confident,"Helicase, Hydrolase, RNA-binding",none
P62847,RPS24,Small ribosomal subunit protein eS24,"Cytoplasm, Nucleus",0.04086,0.1516,0.155,Not confident,"Ribonucleoprotein, Ribosomal protein",none
Q13905,RAPGEF1,Rap guanine nucleotide exchange factor 1,Endosome,0.04086,0.1399,0.143,Not confident,"Guanine-nucleotide releasing factor, Neurogenesis",none
Q9UKG4,SLC13A4,Solute carrier family 13 member 4,Membrane,0.04083,0.2002,0.144,Not confident,"Ion transport, Sodium transport, Symport, Transport",none
P35968,KDR,Vascular endothelial growth factor receptor 2,"Cell junction, Cell membrane, Cytoplasm, Cytoplasmic vesicle, Endoplasmic reticulum, Endosome, Membrane, Nucleus, Secreted",0.04077,0.2788,0.219,Not confident,"Angiogenesis, Developmental protein, Differentiation, Host-virus interaction, Kinase, Receptor, Transferase, Tyrosine-protein kinase",none
Q9UNM6,PSMD13,26S proteasome non-ATPase regulatory subunit 13,Proteasome,0.04077,0.2054,0.171,Not confident,NA,none
Q29980,MICB,MHC class I polypeptide-related sequence B,"Cell membrane, Membrane",0.04074,0.1497,0.061,Not confident,"Adaptive immunity, Cytolysis, Host-virus interaction, Immunity",none
Q8N441,FGFRL1,Fibroblast growth factor receptor-like 1,Membrane,0.0407,0.2795,0.135,Not confident,Receptor,none
Q14534,SQLE,Squalene monooxygenase,"Endoplasmic reticulum, Membrane, Microsome",0.04068,0.2888,0.16,Not confident,"Lipid metabolism, Oxidoreductase",none
Q99961,SH3GL1,Endophilin-A2,"Cell junction, Cell projection, Cytoplasm, Endosome, Membrane",0.04068,0.2057,0.148,Not confident,Endocytosis,none
P07900,HSP90AA1,Heat shock protein HSP 90-alpha,"Cell membrane, Cytoplasm, Membrane, Mitochondrion, Nucleus",0.04068,0.1449,0.107,Not confident,"Chaperone, Host-virus interaction, Hydrolase, Stress response",none
Q8TAQ2,SMARCC2,SWI/SNF complex subunit SMARCC2,Nucleus,0.04065,0.1715,0.202,Not confident,"Chromatin regulator, Neurogenesis, Transcription, Transcription regulation",none
Q96KG9,SCYL1,N-terminal kinase-like protein,"Cytoplasm, Cytoskeleton, Golgi apparatus, Nucleus",0.04062,0.17,0.181,Not confident,"Activator, DNA-binding, ER-Golgi transport, Transcription, Transcription regulation, Transport",none
P43405,SYK,Tyrosine-protein kinase SYK,"Cell membrane, Cytoplasm, Membrane",0.04062,0.1494,0.343,Not confident,"Adaptive immunity, Angiogenesis, Host-virus interaction, Immunity, Innate immunity, Kinase, Transferase, Tyrosine-protein kinase",none
Q9NRG1,PRTFDC1,Phosphoribosyltransferase domain-containing protein 1,NA,0.0406,0.4207,0.134,Not confident,NA,none
Q96G21,IMP4,U3 small nucleolar ribonucleoprotein protein IMP4,Nucleus,0.0406,0.2996,0.189,Not confident,"Ribonucleoprotein, Ribosome biogenesis, rRNA processing",none
Q9H7B2,RPF2,Ribosome production factor 2 homolog,Nucleus,0.0406,0.1727,0.187,Not confident,Ribosome biogenesis,none
Q14257,RCN2,Reticulocalbin-2,Endoplasmic reticulum,0.0406,0.1315,0.148,Not confident,NA,none
Q9UJA2,CRLS1,Cardiolipin synthase (CMP-forming),"Membrane, Mitochondrion, Mitochondrion inner membrane",0.04056,0.37,0.203,Not confident,"Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",none
Q5FVE4,ACSBG2,Long-chain-fatty-acid--CoA ligase ACSBG2,"Cytoplasm, Membrane",0.04053,0.3618,0.201,Not confident,"Developmental protein, Differentiation, Fatty acid metabolism, Ligase, Lipid metabolism, Spermatogenesis",none
P47224,RABIF,Guanine nucleotide exchange factor MSS4,NA,0.04053,0.289,0.183,Not confident,"Guanine-nucleotide releasing factor, Protein transport, Transport",none
